"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC105334510" 2339.71971599894 8.45485125427241 0.740055092600382 1.30995787789097e-31 3.05534575439291e-27 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC117680673" 2258.73597035198 8.18203306198929 0.74841104973735 3.54684497949689e-29 2.75755374339285e-25 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105348304" 2159.07371010264 8.17857229635336 0.748156768365474 3.44587747914331e-29 2.75755374339285e-25 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348305" 3169.74577346483 8.02555503392931 0.736545342881518 5.21315178511714e-29 3.03978880590181e-25 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105322484" 530.888104057687 5.65268987013934 0.544020584076636 1.31083274177122e-26 6.11477257381439e-23 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105346578" 216.075716455664 4.67824733039258 0.713989108733807 2.36042814014236e-12 2.62164885431811e-09 "major egg antigen" "genome" "triploid_desiccation"
"LOC105321886" 1218.06831864206 4.15708711110433 0.500938080191549 4.89403897221719e-18 1.26831738875549e-14 "uncharacterized protein LOC105321886" "genome" "triploid_desiccation"
"LOC117687184" 6.18797386127643 4.06859276781137 0.968139446434164 1.38202708446159e-06 0.000351752362365711 "uncharacterized protein LOC117687184" "genome" "triploid_desiccation"
"LOC105334234" 394.333728353804 3.93310152762487 0.595494143177722 1.69483025792318e-12 2.08053794398949e-09 "heat shock protein 70 B2" "genome" "triploid_desiccation"
"LOC117691401" 6.85857173073287 3.93098317888768 1.24804305413459 5.45737686459912e-05 0.00680683732566363 "deleted in malignant brain tumors 1 protein-like" "genome" "triploid_desiccation"
"LOC105348135" 136.748419291915 3.90294352868511 0.803716070308415 4.44476321076018e-08 2.15978452349522e-05 "uncharacterized protein LOC105348135" "genome" "triploid_desiccation"
"LOC105344998" 102.349834055908 3.52224691200641 0.470740432264066 3.46834400808481e-15 6.74130463704751e-12 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_desiccation"
"LOC105334580" 571.267338296662 3.39187956510044 0.516991923483501 2.28153252521399e-12 2.62164885431811e-09 "BAG family molecular chaperone regulator 3" "genome" "triploid_desiccation"
"LOC105343216" 74.2107033291422 3.34808494949651 0.541482874924419 2.68874345142566e-11 2.41200970234816e-08 "heat shock protein 27" "genome" "triploid_desiccation"
"LOC105327005" 47.9731692773182 3.23688453202936 0.673243077880443 6.00831643089406e-08 2.74780338106221e-05 "transient receptor potential cation channel subfamily M member 2-like" "genome" "triploid_desiccation"
"LOC105348880" 5.3567488020115 3.22572498807051 0.941896714236182 2.48270917853752e-05 0.00378475221439276 "uncharacterized protein LOC105348880" "genome" "triploid_desiccation"
"LOC117681182" 118.733998812471 3.17264473240375 0.509946287216689 2.04543470427971e-11 1.90830876170479e-08 "uncharacterized protein LOC117681182" "genome" "triploid_desiccation"
"LOC117691913" 11.0202169087541 3.13681182631905 1.28776827171201 0.000341239429842006 0.0242654526269358 "major egg antigen-like" "genome" "triploid_desiccation"
"LOC117681374" 12.0504069209304 3.08386362982509 0.877466280727584 1.4991108959875e-05 0.00257097518661856 "uncharacterized protein LOC117681374 isoform X1" "genome" "triploid_desiccation"
"LOC117688712" 21.5599396874196 3.01634188712186 0.710811494047948 8.85458897518193e-07 0.000240144689833888 "multiple epidermal growth factor-like domains protein 6" "genome" "triploid_desiccation"
"LOC117681164" 10.4760657430703 2.91108046663554 0.805410035754028 1.17830282836926e-05 0.00213044458673524 "complement C1q-like protein 4 isoform X1" "genome" "triploid_desiccation"
"LOC117687101" 21.9136938220191 2.88566464745409 0.626181277145248 1.66819154493959e-07 6.59472874477476e-05 "uncharacterized protein LOC117687101" "genome" "triploid_desiccation"
"LOC105319646" 50.680871006423 2.79309865233279 0.526109145281498 4.62549906749494e-09 3.08243257857863e-06 "C-type lectin domain family 4 member M isoform X7" "genome" "triploid_desiccation"
"LOC117680358" 158.92280729139 2.7604134162394 0.583144859953403 8.4876156301925e-08 3.59936630833836e-05 "baculoviral IAP repeat-containing protein 2-like" "genome" "triploid_desiccation"
"LOC105342751" 5.15088772843545 2.69350687319854 1.39222724187016 0.000977789019807513 0.0482644833176104 "uncharacterized protein LOC105342751" "genome" "triploid_desiccation"
"LOC109619320" 9.46845801888069 2.6639831340473 0.978794473811931 0.000196715043712424 0.0168897787178693 "uncharacterized protein LOC109619320" "genome" "triploid_desiccation"
"LOC117687358" 16.5101617984509 2.58368576264354 0.60591321617166 7.73653438781528e-07 0.000220057229343175 "uncharacterized protein LOC117687358" "genome" "triploid_desiccation"
"LOC105343637" 45.9092139591469 2.34129618097832 0.934510031266627 0.00030144507724801 0.0228305443177375 "complement C1q tumor necrosis factor-related protein 2" "genome" "triploid_desiccation"
"LOC105321887" 46.2848930742873 2.33777821000201 0.892842036739812 0.000228593321913214 0.0187736290151542 "uncharacterized protein LOC105321887" "genome" "triploid_desiccation"
"LOC117687006" 6.13479270697262 2.26348433705662 0.814062993555969 0.000171490129422895 0.0156446745246265 "cerebellin-3-like" "genome" "triploid_desiccation"
"LOC117680708" 50.5010932318386 2.15273495583995 0.242187239145783 3.6731269290106e-20 1.22388589274633e-16 "serine/arginine-rich splicing factor 1-like" "genome" "triploid_desiccation"
"LOC105322029" 10.532685223985 2.15256354146666 0.799416374173804 0.000196761213110235 0.0168897787178693 "uncharacterized protein LOC105322029" "genome" "triploid_desiccation"
"LOC117686792" 12.4501726784619 2.08628459007548 0.818369092669275 0.000300507336221304 0.0228305443177375 "multiple epidermal growth factor-like domains protein 11" "genome" "triploid_desiccation"
"LOC105343643" 121.574099870865 2.02051794622419 0.658183273636123 6.69645248627619e-05 0.00805093081391267 "complement C1q tumor necrosis factor-related protein 7" "genome" "triploid_desiccation"
"LOC117682607" 5.57522935749308 2.0182053353262 0.616833624454074 3.64551115327656e-05 0.00506118465113229 "uncharacterized protein LOC117682607" "genome" "triploid_desiccation"
"LOC105318237" 136.902436152636 1.99005594151802 0.680941697493781 0.000104200806424279 0.0106595596887714 "trichohyalin isoform X1" "genome" "triploid_desiccation"
"LOC117680584" 4.09366185906159 1.80125544081361 0.544288488777484 3.93236594666878e-05 0.00530164759191344 "fibrinogen-like protein A" "genome" "triploid_desiccation"
"LOC109619625" 4.72201626978954 1.7992106806538 0.69030791828971 0.000315143658464653 0.0236328005626627 "uncharacterized protein LOC109619625 isoform X3" "genome" "triploid_desiccation"
"LOC105341658" 17.9385782693646 1.79145783464216 0.724493135453318 0.000354111285547304 0.0250281564366828 "uncharacterized protein LOC105341658" "genome" "triploid_desiccation"
"LOC105324591" 19.9100427126817 1.77228676872985 0.719809117445193 0.000373293535471251 0.0259127929206294 "multiple epidermal growth factor-like domains protein 11 isoform X1" "genome" "triploid_desiccation"
"LOC105342916" 9.30984850661659 1.76372219842333 0.639890122287017 0.000185507089037297 0.0164515868619996 "uncharacterized protein LOC105342916" "genome" "triploid_desiccation"
"LOC117684445" 3.50683376608195 1.72783496162323 0.676170044408477 0.000331926567399372 0.0242353342413353 "uncharacterized protein LOC117684445" "genome" "triploid_desiccation"
"LOC105329206" 29.35070648667 1.70456102740814 0.408362465070762 1.14767790949638e-06 0.000304186813194245 "alpha-1,2-mannosyltransferase ALG9" "genome" "triploid_desiccation"
"LOC105340014" 11.2591395367112 1.69606443357312 0.869583945917636 0.00108995598551748 0.049894128591964 "uncharacterized protein LOC105340014" "genome" "triploid_desiccation"
"LOC105337952" 25.2236234101008 1.67381305176062 0.31677918148765 5.6267027801522e-09 3.64547821234083e-06 "centromere protein T isoform X1" "genome" "triploid_desiccation"
"LOC105342249" 10.0871577095392 1.66122876347337 0.729598669887833 0.000581778331659709 0.0358919813304593 "multiple epidermal growth factor-like domains protein 6 isoform X1" "genome" "triploid_desiccation"
"LOC105326635" 30.1388199042323 1.64829764683985 0.521294436985472 5.16278266822408e-05 0.00650901313263019 "basic salivary proline-rich protein 4" "genome" "triploid_desiccation"
"LOC105322182" 7.14716566368266 1.54213124848648 0.629203235747493 0.000413038999358209 0.0281687766696809 "uncharacterized protein LOC105322182 isoform X1" "genome" "triploid_desiccation"
"LOC105322229" 26.459558412194 1.50327611597232 0.471271631216221 4.85276926855484e-05 0.00621901046262489 "uncharacterized protein LOC105322229" "genome" "triploid_desiccation"
"LOC105323188" 193.293453680194 -1.51103579851732 0.49733214985341 7.40176711392277e-05 0.00863194080825673 "complement C1q tumor necrosis factor-related protein 3" "genome" "triploid_desiccation"
"LOCNA.11" 134.620988404933 -1.52788493038005 0.23360330749816 2.9102685608751e-12 3.08541381426595e-09 NA NA "triploid_desiccation"
"LOC105329069" 1522.6684280067 -1.52831244019922 0.357862713768652 7.35375585707127e-07 0.000217112660266241 "L-rhamnose-binding lectin CSL3 isoform X1" "genome" "triploid_desiccation"
"LOC105320320" 60.2921994548431 -1.59978358021366 0.715488914933507 0.000606246345997207 0.0366323569275618 "complement C1q-like protein 4 isoform X2" "genome" "triploid_desiccation"
"LOC105346451" 4.49254659295192 -1.65983911978828 0.465760813216104 1.75617072830415e-05 0.00290503021751532 "uncharacterized protein LOC105346451" "genome" "triploid_desiccation"
"LOC105335714" 725.684630325668 -1.70303207302565 0.494319165561302 1.89588626299721e-05 0.00309228330056972 "lectin BRA-3 isoform X4" "genome" "triploid_desiccation"
"LOC105329030" 23.9409748039352 -1.71467849646404 0.490683332244912 1.72058258955214e-05 0.00286649059419387 "uncharacterized protein LOC105329030" "genome" "triploid_desiccation"
