"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC105334510" 2460.60980708658 8.45035086163231 0.723483904162111 7.4002039964403e-33 1.39886056144711e-28 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC117680673" 2373.06322547709 8.17813643458965 0.735294918219545 3.97466940546525e-30 2.50443919238366e-26 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105348304" 2269.69284761057 8.17544201136975 0.734763403038385 3.78115687558815e-30 2.50443919238366e-26 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348305" 3327.31084268773 8.02620825030578 0.727811181711114 1.06541163958824e-29 5.03486905578413e-26 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105322484" 553.550867856897 5.71485512779385 0.539752892289883 5.86386582444729e-28 2.21689311359054e-24 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105346578" 226.995730250083 4.73048126015166 0.697139721661486 3.80882152456418e-13 4.79987688525577e-10 "major egg antigen" "genome" "triploid_desiccation"
"LOC105321886" 1274.48356706853 4.24894317636592 0.479791225218458 4.51160471310518e-20 1.06603579864784e-16 "uncharacterized protein LOC105321886" "genome" "triploid_desiccation"
"LOC105334234" 412.669428863309 4.01555269170959 0.578342129442377 2.60655283615982e-13 3.51940487585208e-10 "heat shock protein 70 B2" "genome" "triploid_desiccation"
"LOC105348135" 144.067133032293 4.00089111744749 0.745206750707637 3.30984899968022e-09 1.69097501732312e-06 "uncharacterized protein LOC105348135" "genome" "triploid_desiccation"
"LOC105344998" 107.627328176007 3.65894335428803 0.41134334482952 6.23688106311285e-20 1.30995291928913e-16 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_desiccation"
"LOC105343216" 77.8730636528341 3.47454855332116 0.505421627301743 6.66304799690358e-13 7.40891742855696e-10 "heat shock protein 27" "genome" "triploid_desiccation"
"LOC105334580" 588.169486924422 3.46743428985783 0.513882848842819 1.56655417083577e-12 1.48062867456543e-09 "BAG family molecular chaperone regulator 3" "genome" "triploid_desiccation"
"LOC117681182" 122.558567252213 3.26325672255927 0.504511779953242 9.50358974333079e-12 7.18585427672727e-09 "uncharacterized protein LOC117681182" "genome" "triploid_desiccation"
"LOC105327005" 47.4597375102749 3.17799398697398 0.76501694768488 1.46226179577146e-07 4.60685578757799e-05 "transient receptor potential cation channel subfamily M member 2-like" "genome" "triploid_desiccation"
"LOC117688712" 22.3203289181464 2.96990081593536 0.882763868183416 6.89594176652451e-07 0.000169290892483913 "multiple epidermal growth factor-like domains protein 6" "genome" "triploid_desiccation"
"LOC117680358" 164.418836568453 2.8161511184628 0.649151060873278 5.47431791253413e-08 1.99001983655063e-05 "baculoviral IAP repeat-containing protein 2-like" "genome" "triploid_desiccation"
"LOC105319646" 44.6872189547277 2.55219339079215 0.615493427704668 5.28211212914818e-08 1.95779932504486e-05 "C-type lectin domain family 4 member M isoform X7" "genome" "triploid_desiccation"
"LOC117680708" 51.2813273524703 2.21860415260435 0.243393815581771 3.45719016853127e-22 9.3358951079638e-19 "serine/arginine-rich splicing factor 1-like" "genome" "triploid_desiccation"
"LOC105337952" 25.3651742217308 1.54041784966178 0.3758314068021 7.49946028325482e-09 3.73058678248331e-06 "centromere protein T isoform X1" "genome" "triploid_desiccation"
"LOC105329206" 29.963642957463 1.49792671630371 0.514345239995983 7.24900429481529e-07 0.000175676831006274 "alpha-1,2-mannosyltransferase ALG9" "genome" "triploid_desiccation"
"LOCNA.14" 1295.74458751173 1.38018788595349 0.186149705811391 5.35586574421265e-17 9.20381183298652e-14 NA NA "triploid_desiccation"
"LOC105318237" 143.626506574507 1.34621660617631 0.966630006048941 3.86292626228257e-05 0.00439884910457394 "trichohyalin isoform X1" "genome" "triploid_desiccation"
"LOC105343643" 126.515183677213 1.33672957994577 0.963542155918483 3.94767037838971e-05 0.00444183411682742 "complement C1q tumor necrosis factor-related protein 7" "genome" "triploid_desiccation"
"LOC105331471" 292.184022502435 1.20589148538611 0.267391662839923 1.0608383214149e-08 4.89098214383071e-06 "uncharacterized protein LOC105331471" "genome" "triploid_desiccation"
