"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC105344998" 107.627328176007 1.90828675824978 0.216655391319928 9.14014472011535 6.23688106311285e-20 1.30995291928913e-16 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_desiccation"
"LOC105322484" 553.550867856897 1.79905705675194 0.213140412064692 10.9613186382848 5.86386582444729e-28 2.21689311359054e-24 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105321886" 1274.48356706853 1.77360930490537 0.216245861551611 9.17509881861191 4.51160471310518e-20 1.06603579864784e-16 "uncharacterized protein LOC105321886" "genome" "triploid_desiccation"
"LOC117680708" 51.2813273524703 1.75885073253213 0.180052519402925 9.68602618168899 3.45719016853127e-22 9.3358951079638e-19 "serine/arginine-rich splicing factor 1-like" "genome" "triploid_desiccation"
"LOC105330649" 21.9792177006956 -1.52091018675137 0.201862437866715 3.01220067415166 0.002593610797173 0.0771151389651112 "galaxin-like" "genome" "triploid_desiccation"
"LOC105318474" 9.97015344880494 -1.5830291575608 0.189191546168078 3.15333116990346 0.00161418569214949 0.0570675954850545 "uncharacterized protein LOC105318474" "genome" "triploid_desiccation"
"LOC105320276" 290.865558913729 -1.62685624748123 0.207318052914815 -7.96149699481375 1.69970193443062e-15 2.67745547221184e-12 "translation initiation factor IF-2-like isoform X7" "genome" "triploid_desiccation"
"LOC105330356" 27.6029626294718 -1.6737801268146 0.200680129764478 -1.97318181336783 0.048474851741082 0.359946414751251 "ETS-related transcription factor Elf-5-like isoform X1" "genome" "triploid_desiccation"
"LOC105347308" 14.5237814073387 -1.72754026779392 0.186581920961976 -4.02833813000081 5.61725158479954e-05 0.00583422564326735 "myeloid differentiation primary response protein MyD88" "genome" "triploid_desiccation"
"LOC105339383" 20.5935465998256 -1.86121284094637 0.216433895844318 -0.634418280166475 0.525807882795949 0.869983016648507 "uncharacterized protein LOC105339383" "genome" "triploid_desiccation"
"LOC105318074" 396.867619314219 -2.06067481118991 0.214162740386855 -10.1119161548343 4.89180140809022e-24 1.54116203361882e-20 "perlucin-like protein" "genome" "triploid_desiccation"
