"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC105331252" 116.258704592418 3.28253868612671 1.01219423212091 7.02738617966257e-08 0.000133709536272272 "perlucin-like protein" "genome"
"LOC117693037" 7.77356983857004 3.13531872772255 0.874007028458421 3.38576788280216e-08 9.30521873123461e-05 "deleted in malignant brain tumors 1 protein-like" "genome"
"LOC109618002" 5.95229821747847 2.43599575284972 1.19679388718628 2.02836769743798e-06 0.00132030723674022 "neuronal acetylcholine receptor subunit alpha-3-like" "genome"
"LOC117687720" 26.9112125549698 2.36962956357227 0.467014603038963 2.10186499568964e-10 2.59948153341917e-06 "uncharacterized protein LOC117687720" "genome"
"LOC117685768" 81.8587776535707 2.24276188207988 0.445675235446208 5.09586878345229e-10 3.15115785896731e-06 "uncharacterized protein LOC117685768 isoform X2" "genome"
"LOC105340196" 10.6419617098035 2.21217824843629 0.607956895315535 1.75982362757082e-07 0.000232984198290415 "uncharacterized protein LOC105340196" "genome"
"LOC105343917" 13.494649975243 2.20888941695466 0.48128212564546 5.07064019512201e-09 2.09037142043905e-05 "putative ferric-chelate reductase 1" "genome"
"LOC117682674" 102.496194096235 2.08489419692147 0.633331909226604 6.71057140952794e-07 0.000592807085052405 "uncharacterized protein LOC117682674" "genome"
"LOC105342641" 32.772684355852 1.99231140777051 0.470328210758159 6.12012374169608e-08 0.000133709536272272 "uncharacterized protein LOC105342641" "genome"
"LOC105344934" 83.0125297688282 1.82973890149795 0.68139909713456 4.61058135786561e-06 0.00223182600034815 "uncharacterized protein LOC105344934" "genome"
"LOC109620541" 28.0533133224299 1.81696202368072 0.787566633756531 7.82216159445034e-06 0.00286999488487243 "uncharacterized protein LOC109620541" "genome"
"LOC105328647" 11.6554198385063 1.8092646749346 0.447972799593585 2.52559431147008e-07 0.000283957160428238 "uncharacterized protein LOC105328647" "genome"
"LOC105320412" 59.7947366455435 1.78160050739924 0.881954765798002 1.14862184907019e-05 0.00368976122555209 "histone H2A" "genome"
"LOC105325816" 30.7151770078731 1.77708813330749 0.627287891857916 4.34550228764292e-06 0.00214971998169695 "uncharacterized protein LOC105325816" "genome"
"LOC105330893" 209.325161584538 1.7737885573578 0.505947764253866 1.1999883069776e-06 0.000848048879231167 "uncharacterized protein LOC105330893 isoform X2" "genome"
"LOC117685572" 13.0006127531432 1.77264950862346 0.684753038126988 6.32093915550138e-06 0.00265758570202311 "uncharacterized protein LOC117685572" "genome"
"LOC117683725" 32.2808332760891 1.74651261234292 0.489121817832099 1.12593411799328e-06 0.000819117070840113 "uncharacterized protein LOC117683725" "genome"
"LOC105320423" 46.422730982346 1.71190165397524 0.84012233092309 1.40573398789327e-05 0.00417279377129549 "histone H2A" "genome"
"LOC105320489" 14.4761742464573 1.69422441609705 0.379916648374186 8.81056526375837e-08 0.000145286221199375 "formin-like protein 14" "genome"
"LOC109620710" 40.3595421390242 1.63253789967436 0.366124707353069 1.04602521168177e-07 0.000161708960068429 "uncharacterized protein LOC109620710" "genome"
"LOC105334345" 46.4221593676047 1.54284573388673 0.366848167769353 3.12616938359599e-07 0.000309303198812987 "uncharacterized protein LOC105334345" "genome"
"LOC105320431" 48.0568489963299 1.52552822630924 0.912331552022353 3.16465446971686e-05 0.00711615711894968 "histone H2A" "genome"
"LOC117683634" 54.645402220158 1.52149571898085 0.456260673539069 3.57229077129556e-06 0.00192088287452164 "sarcoplasmic calcium-binding protein-like" "genome"
"LOC109619320" 24.5903760909179 1.50693736495999 0.493798891395508 6.577222456353e-06 0.00265758570202311 "uncharacterized protein LOC109619320" "genome"
"LOC105341836" 16.8156666596342 1.50072014911528 0.490281747580979 6.56218062882669e-06 0.00265758570202311 "zinc finger BED domain-containing protein 4-like" "genome"
"LOC117684313" 11.798373130023 -1.5197084466526 0.348186058664824 1.85814500937502e-07 0.000232984198290415 "latrophilin-like protein LAT-2" "genome"
"LOC117691857" 15.638163446197 -1.54672302704405 0.542183185748086 8.446480990129e-06 0.00289250950500066 "protein lin-41-like" "genome"
"LOC105334658" 238.620150552922 -1.56908393674585 0.660014414696505 1.57137457928321e-05 0.00446758048489313 "uncharacterized protein LOC105334658" "genome"
"LOC105343546" 20.1057438179945 -1.58947304171611 0.847052161646938 2.33962649510808e-05 0.00602819389130192 "deoxyuridine 5'-triphosphate nucleotidohydrolase" "genome"
"LOC105329670" 33.0135241283082 -1.63107740019666 0.5413623246633 5.04332237433958e-06 0.00231012183202388 "uncharacterized protein LOC105329670" "genome"
"LOC105340731" 60.8404094637334 -1.69925806896524 0.52254552024538 2.62274374371549e-06 0.00153632248821965 "uncharacterized protein LOC105340731 isoform X2" "genome"
"LOC105346676" 150.765509224664 -1.75203230961788 0.433445529246654 3.05543056462319e-07 0.000309303198812987 "mitotic apparatus protein p62 isoform X2" "genome"
"LOC105346726" 275.506281806244 -1.76098479581476 0.545501673935629 2.266179863453e-06 0.00143385203935947 "integrin beta-6" "genome"
"LOC117682813" 19.2992381100934 -1.76145736544154 0.757071261612805 9.08070164998395e-06 0.00303528588259937 "uncharacterized protein LOC117682813 isoform X2" "genome"
"LOC105338226" 31.0921244608075 -1.88528139010906 0.440552027270908 8.39740545787995e-08 0.000145286221199375 "uncharacterized protein LOC105338226" "genome"
"LOC105341487" 137.390948848333 -1.89150950717494 0.378364120475438 4.16991943699383e-09 2.06285914548085e-05 "coiled-coil domain-containing protein 13 isoform X2" "genome"
"LOC117691374" 29.3044928270887 -1.98108302057073 0.583780977356516 7.58422833191225e-07 0.000646882371689136 "uncharacterized protein LOC117691374" "genome"
"LOC105318687" 162.009704209447 -2.13410615323884 0.5748867201302 1.88384231486085e-07 0.000232984198290415 "fatty acid synthase" "genome"
"LOC105327445" 36.1152488699737 -3.61633096752633 0.762189766398145 4.70468216518895e-10 3.15115785896731e-06 "sperm-specific protein PHI-2B/PHI-3" "genome"
"LOC117687969" 342.210914187799 -3.70122183273135 0.643732906665935 4.27730204868932e-12 1.0579906617433e-07 "CD209 antigen-like protein E" "genome"
