"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC105331252" 116.258704592418 4.69106554081903 0.870251762625264 5.3904694506652 7.02738617966257e-08 0.000133709536272272 "perlucin-like protein" "genome"
"LOC109618002" 5.95229821747847 4.25347250991634 0.895359083841501 4.75057726746568 2.02836769743798e-06 0.00132030723674022 "neuronal acetylcholine receptor subunit alpha-3-like" "genome"
"LOC117693037" 7.77356983857004 4.2238113757109 0.765152817922273 5.52021932975482 3.38576788280216e-08 9.30521873123461e-05 "deleted in malignant brain tumors 1 protein-like" "genome"
"LOC105320412" 59.7947366455435 3.05599716652494 0.69658412992437 4.38711856219971 1.14862184907019e-05 0.00368976122555209 "histone H2A" "genome"
"LOC105320431" 48.0568489963299 2.9347495424454 0.7052512320617 4.16128240409603 3.16465446971686e-05 0.00711615711894968 "histone H2A" "genome"
"LOC105340196" 10.6419617098035 2.93372814452708 0.561686719196469 5.22306838360711 1.75982362757082e-07 0.000232984198290415 "uncharacterized protein LOC105340196" "genome"
"LOC105320423" 46.422730982346 2.90741505963038 0.669454154447539 4.34296365227534 1.40573398789327e-05 0.00417279377129549 "histone H2A" "genome"
"LOC109620541" 28.0533133224299 2.89318930674043 0.647246729191152 4.46999448008949 7.82216159445034e-06 0.00286999488487243 "uncharacterized protein LOC109620541" "genome"
"LOC117682674" 102.496194096235 2.86702901799435 0.576918319143452 4.96955794756357 6.71057140952794e-07 0.000592807085052405 "uncharacterized protein LOC117682674" "genome"
"LOC117687720" 26.9112125549698 2.81343431956492 0.442801997681085 6.35370737778652 2.10186499568964e-10 2.59948153341917e-06 "uncharacterized protein LOC117687720" "genome"
"LOC117681292" 19.2598967350091 2.7929499349091 0.674952293188449 4.1379960674188 3.50352374806936e-05 0.00730699132141149 "uncharacterized protein LOC117681292" "genome"
"LOC105318674" 22.7741913921253 2.79091522092028 0.733103088533288 3.80698876402777 0.000140669133702023 0.0169729318152172 "uncharacterized protein LOC105318674" "genome"
"LOC105324285" 20.7409487924902 2.74922485542491 0.700325648363522 3.92563782555891 8.6500223803939e-05 0.012811874465811 "patched domain-containing protein 3-like" "genome"
"LOC105320418" 42.984724706002 2.71742463487178 0.671548558690715 4.04650505120555 5.19880034004201e-05 0.00918046658002227 "histone H2A" "genome"
"LOC105343917" 13.494649975243 2.70651665464612 0.463061087472618 5.84483716698861 5.07064019512201e-09 2.09037142043905e-05 "putative ferric-chelate reductase 1" "genome"
"LOC105344934" 83.0125297688282 2.70578566562054 0.590554745410397 4.58176940689927 4.61058135786561e-06 0.00223182600034815 "uncharacterized protein LOC105344934" "genome"
"LOC117685768" 81.8587776535707 2.67327756355345 0.430055410740777 6.21612354312365 5.09586878345229e-10 3.15115785896731e-06 "uncharacterized protein LOC117685768 isoform X2" "genome"
"LOC117685572" 13.0006127531432 2.65423691541011 0.587824028980755 4.51535967322121 6.32093915550138e-06 0.00265758570202311 "uncharacterized protein LOC117685572" "genome"
"LOC105325816" 30.7151770078731 2.55429538336104 0.555990622192244 4.59413393213284 4.34550228764292e-06 0.00214971998169695 "uncharacterized protein LOC105325816" "genome"
"LOC105342641" 32.772684355852 2.49782991090502 0.461257994986671 5.41525553606329 6.12012374169608e-08 0.000133709536272272 "uncharacterized protein LOC105342641" "genome"
"LOC117692625" 17.2943639914071 2.48985607370618 0.607062091878272 4.10148501614139 4.10507093530835e-05 0.0078129311715954 "zinc finger protein 182-like" "genome"
"LOC117684937" 88.1153784680041 2.48656493719916 0.683372312714255 3.63866795732898 0.000274051871174989 0.0249901521001696 "acetylcholine receptor subunit alpha-like" "genome"
"LOC117686835" 136.863653396998 2.47164951716827 0.636376618848602 3.88394143336101 0.000102776674165944 0.0140357727911802 "perlucin-like protein" "genome"
"LOC105348603" 112.679878595211 2.4551835051521 0.631957317147344 3.88504640825238 0.000102310343006806 0.0140357727911802 "perlucin-like protein" "genome"
"LOC105330893" 209.325161584538 2.3397023545082 0.481852564832815 4.85563951562651 1.1999883069776e-06 0.000848048879231167 "uncharacterized protein LOC105330893 isoform X2" "genome"
"LOC105346227" 13.0509242692635 2.2894512115133 0.589322884934984 3.88488427997478 0.000102378640559773 0.0140357727911802 "uncharacterized protein LOC105346227" "genome"
"LOC117683725" 32.2808332760891 2.2812533625485 0.468598670637439 4.86824548487363 1.12593411799328e-06 0.000819117070840113 "uncharacterized protein LOC117683725" "genome"
"LOC105328647" 11.6554198385063 2.27780511084193 0.441795276928631 5.15579325944196 2.52559431147008e-07 0.000283957160428238 "uncharacterized protein LOC105328647" "genome"
"LOC117692477" 15.0731111633801 2.27636341130739 0.582294233086828 3.90930097184725 9.25635815807057e-05 0.0132344519676229 "glutathione hydrolase 1 proenzyme-like" "genome"
"LOC105329989" 14.8075596188838 2.23594104114667 0.593637136013128 3.76651140149901 0.000165544527336487 0.0185176084079193 "uncharacterized protein LOC105329989" "genome"
"LOC117685770" 16.6370782929999 2.20967001312493 0.584177400069017 3.78253251985418 0.000155240803900828 0.0177448674872498 "uncharacterized protein LOC117685770" "genome"
"LOC105318584" 30.3789397229467 2.17248155920865 0.504557567396512 4.30571593726863 1.66446534637508e-05 0.00459499345193216 "uncharacterized protein LOC105318584" "genome"
"LOC117685890" 13.4963422196765 2.15150940529113 0.562692331139456 3.82359823695181 0.000131518156322744 0.0164260072589645 "uncharacterized protein LOC117685890" "genome"
"LOC117686834" 318.177253983685 2.14194697266197 0.503036218932931 4.25803727851961 2.06229564678908e-05 0.00542668966205616 "perlucin-like protein isoform X1" "genome"
"LOC117687970" 163.096023390847 2.10790103974876 0.530235662532891 3.97540412442176 7.02598451569525e-05 0.0115091209930942 "perlucin-like protein isoform X2" "genome"
"LOC105330461" 14.788396893649 2.10168833106753 0.487539402355522 4.31080712843583 1.62659735559013e-05 0.00457203245346839 "uncharacterized protein LOC105330461" "genome"
"LOC109619834" 26.2040102942845 2.09600021749393 0.540191387546583 3.88010669146995 0.000104410654998188 0.014035856257501 "uncharacterized protein LOC109619834" "genome"
"LOC105344912" 36.0310706120347 2.07821032150553 0.599338951098542 3.46750418556367 0.000525315561028625 0.039009573798136 "perlucin-like protein" "genome"
"LOC105345176" 16.5985941885435 2.07814163092271 0.540094843900044 3.84773462363828 0.00011921508685039 0.0156850275172574 "uncharacterized protein LOC105345176 isoform X2" "genome"
"LOC117692019" 12.8798453720001 2.07162541538479 0.55396955760585 3.73960154839186 0.000184312179432314 0.0194827425566594 "uncharacterized protein LOC117692019" "genome"
"LOC105319585" 13.5576192039055 2.05092276330741 0.468852574509666 4.3743446763672 1.21797807665987e-05 0.00380887780227745 "thrombospondin-type laminin G domain and EAR repeat-containing protein isoform X1" "genome"
"LOC105320489" 14.4761742464573 2.03974792957654 0.381283481031507 5.34968869896566 8.81056526375837e-08 0.000145286221199375 "formin-like protein 14" "genome"
"LOC105337240" 47.9139832292217 2.03962335093069 0.522506596194006 3.90353608124285 9.47974102343234e-05 0.0134759421962413 "potassium channel subfamily K member 9" "genome"
"LOC105329153" 8.50126274163996 2.03717634072732 0.492711593949767 4.13462229373684 3.55538888548663e-05 0.00730699132141149 "THAP domain-containing protein 1-like" "genome"
"LOC117691037" 81.3283491931131 2.03638893193524 0.600277850537113 3.39241058138849 0.000692805406326705 0.0437667121747724 "uncharacterized protein LOC117691037" "genome"
"LOC109619320" 24.5903760909179 2.01638478966696 0.447396487665664 4.50693030736037 6.577222456353e-06 0.00265758570202311 "uncharacterized protein LOC109619320" "genome"
"LOC105341836" 16.8156666596342 2.00324805694787 0.444433779205689 4.50741629164229 6.56218062882669e-06 0.00265758570202311 "zinc finger BED domain-containing protein 4-like" "genome"
"LOC117690809" 63.8472985750563 2.00145598302008 0.461314067392244 4.3385973342068 1.43394974958608e-05 0.00417279377129549 "uncharacterized protein LOC117690809 isoform X1" "genome"
"LOC117684743" 33.4577414367775 1.97735446723096 0.534424010448594 3.69997310856445 0.000215622313993916 0.0212486770384044 "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC117683634" 54.645402220158 1.97099125947072 0.425256331454957 4.63483107406595 3.57229077129556e-06 0.00192088287452164 "sarcoplasmic calcium-binding protein-like" "genome"
"LOC109619522" 53.47017309636 1.96073618688191 0.438825386028197 4.46814666906239 7.89002030205478e-06 0.00286999488487243 "sarcoplasmic calcium-binding protein-like" "genome"
"LOC109620710" 40.3595421390242 1.95069480833247 0.366772527614095 5.31854122505303 1.04602521168177e-07 0.000161708960068429 "uncharacterized protein LOC109620710" "genome"
"LOC105341009" 22.9139247649589 1.90387898223569 0.477622879485265 3.98615532046435 6.71525617632611e-05 0.0110734574347618 "F-box/WD repeat-containing protein 5" "genome"
"LOC117682293" 11.2473858185415 1.90146693995525 0.426877735317497 4.45435960378912 8.41439683040876e-06 0.00289250950500066 "uncharacterized protein LOC117682293" "genome"
