"gene" "baseMean" "log2FoldChange" "lfcSE" "svalue" "description" "feature"
"LOC105331252" 116.258704592418 4.34749226540412 0.909007194144333 3.16572813496204e-06 "perlucin-like protein" "genome"
"LOC117693037" 7.77356983857004 3.98197002708323 0.797211545744386 1.62631209649609e-06 "deleted in malignant brain tumors 1 protein-like" "genome"
"LOC109618002" 5.95229821747847 3.92736172181291 0.960068329450931 3.64097452289137e-05 "neuronal acetylcholine receptor subunit alpha-3-like" "genome"
"LOC105320412" 59.7947366455435 3.69934169881802 0.723784490337743 1.29760244844161e-06 "histone H2A" "genome"
"LOC105320423" 46.422730982346 3.49835123020828 0.695174153682558 2.69019150977839e-06 "histone H2A" "genome"
"LOC105320431" 48.0568489963299 3.44944629488454 0.737004599375163 5.07899870629044e-06 "histone H2A" "genome"
"LOC105320418" 42.984724706002 3.23996684358047 0.702314005975178 1.00552963047085e-05 "histone H2A" "genome"
"LOC105334167" 14.2570326866296 3.19454780401467 0.557001524935746 2.91511946541413e-07 "N66 matrix protein-like" "genome"
"LOC105333914" 10.829135089699 2.95705276309909 0.433962769264613 4.12719120758704e-09 "prisilkin-39-like" "genome"
"LOC117692625" 17.2943639914071 2.9182020017319 0.618407795423483 1.196392648234e-05 "zinc finger protein 182-like" "genome"
"LOC105338907" 52.787136714481 2.77147743211699 0.359848709222819 1.48864058436948e-10 "myosin heavy chain, striated muscle isoform X4" "genome"
"LOC117687720" 26.9112125549698 2.66398953508893 0.461353472014951 5.31409260281982e-07 "uncharacterized protein LOC117687720" "genome"
"LOC117682674" 102.496194096235 2.61474516827493 0.608737026466436 8.29087294617302e-05 "uncharacterized protein LOC117682674" "genome"
"LOC109620541" 28.0533133224299 2.56888471936914 0.696071444241441 0.000509687935861928 "uncharacterized protein LOC109620541" "genome"
"LOC105327767" 7.17460400967665 2.5516537522229 0.52390501835106 1.5717416870959e-05 "zinc finger CCHC domain-containing protein 9" "genome"
"LOC105343917" 13.494649975243 2.54184122138129 0.474535062081037 3.64934767477859e-06 "putative ferric-chelate reductase 1" "genome"
"LOC117685768" 81.8587776535707 2.52707962580512 0.445233486556083 7.77844384484026e-07 "uncharacterized protein LOC117685768 isoform X2" "genome"
"LOC117686180" 6.83114831785758 2.4265649948913 0.5412515704081 5.8587480232961e-05 "uncharacterized protein LOC117686180" "genome"
"LOC117681292" 19.2598967350091 2.42320173997832 0.733180950746634 0.00144249926102356 "uncharacterized protein LOC117681292" "genome"
"LOC105344934" 83.0125297688282 2.42001650430483 0.631512519587683 0.000406127433465461 "uncharacterized protein LOC105344934" "genome"
"LOC117685572" 13.0006127531432 2.36772732030321 0.624317789705849 0.000488479418564662 "uncharacterized protein LOC117685572" "genome"
"LOC105324285" 20.7409487924902 2.33952250153999 0.770471558061846 0.00282141421318517 "patched domain-containing protein 3-like" "genome"
"LOC105342641" 32.772684355852 2.31704687646395 0.484447599266701 2.23932120879216e-05 "uncharacterized protein LOC105342641" "genome"
"LOC105325816" 30.7151770078731 2.28690394263768 0.592607589041018 0.000467195980577846 "uncharacterized protein LOC105325816" "genome"
"LOC105344057" 5.91634890431937 2.2698143021184 0.2932366770931 7.50676775403741e-10 "nuclear receptor coactivator 6" "genome"
"LOC105330893" 209.325161584538 2.12340758208676 0.509274870099338 0.000256861884057499 "uncharacterized protein LOC105330893 isoform X2" "genome"
"LOC105328647" 11.6554198385063 2.09525785231858 0.459427363072763 0.000104261373396377 "uncharacterized protein LOC105328647" "genome"
"LOC117686835" 136.863653396998 2.08779423291024 0.708960139295637 0.00423479472763396 "perlucin-like protein" "genome"
"LOC105348603" 112.679878595211 2.07515716952236 0.703275418872487 0.00432080447909675 "perlucin-like protein" "genome"
"LOC117683725" 32.2808332760891 2.07416929486427 0.491533685184597 0.000209619698686504 "uncharacterized protein LOC117683725" "genome"
"LOC105346536" 164.517101947166 2.02457405113049 0.439365637325103 0.000111784262439008 "fibroin heavy chain isoform X1" "genome"
"LOC105346227" 13.0509242692635 1.93895314487066 0.648907722297276 0.00484092477248098 "uncharacterized protein LOC105346227" "genome"
"LOC105318584" 30.3789397229467 1.9093323611017 0.543609129907378 0.00182399880471028 "uncharacterized protein LOC105318584" "genome"
"LOC105320489" 14.4761742464573 1.88992245405819 0.394234352433159 9.68248371169766e-05 "formin-like protein 14" "genome"
"LOC117686834" 318.177253983685 1.87782053184296 0.54413997788791 0.00224613947472877 "perlucin-like protein isoform X1" "genome"
"LOC105327611" 18.0800658046847 1.86565786017476 0.416910319212445 0.000159681711620276 "filamin-A" "genome"
"LOC105330461" 14.788396893649 1.85078391512063 0.521439897226027 0.00187513247029593 "uncharacterized protein LOC105330461" "genome"
"LOC105323913" 15.6138865640522 1.84440409545604 0.475845394632254 0.000700832858760311 "translation initiation factor IF-2-like isoform X2" "genome"
"LOC105319585" 13.5576192039055 1.81381059006825 0.500192392972439 0.00167391541908746 "thrombospondin-type laminin G domain and EAR repeat-containing protein isoform X1" "genome"
"LOC109620710" 40.3595421390242 1.80555976258888 0.380142766332336 0.000129268313487398 "uncharacterized protein LOC109620710" "genome"
"LOC117687970" 163.096023390847 1.80189016617042 0.583605214200065 0.0049286685304415 "perlucin-like protein isoform X2" "genome"
"LOC109619320" 24.5903760909179 1.79842760756732 0.475417671257998 0.0010297664578156 "uncharacterized protein LOC109619320" "genome"
"LOC105341836" 16.8156666596342 1.78285829691221 0.476328533706725 0.00139742366823177 "zinc finger BED domain-containing protein 4-like" "genome"
"LOC117683634" 54.645402220158 1.76767963460934 0.45316754936062 0.000896953282283629 "sarcoplasmic calcium-binding protein-like" "genome"
"LOC105329153" 8.50126274163996 1.76765502158433 0.532279816626209 0.00345014440825316 "THAP domain-containing protein 1-like" "genome"
"LOC117690809" 63.8472985750563 1.76587200245675 0.494828439611456 0.00219145850559244 "uncharacterized protein LOC117690809 isoform X1" "genome"
"LOC109619522" 53.47017309636 1.7411277622166 0.470624789265168 0.00172245541721918 "sarcoplasmic calcium-binding protein-like" "genome"
"LOC105334345" 46.4221593676047 1.70227089115004 0.379221232865757 0.00036805592001568 "uncharacterized protein LOC105334345" "genome"
"LOC117682293" 11.2473858185415 1.68895311346604 0.455458567117754 0.00197552110148068 "uncharacterized protein LOC117682293" "genome"
"LOC105325985" 41.037290526751 1.61286787771108 0.265454345774903 6.51635390095403e-06 "uncharacterized protein LOC105325985" "genome"
"LOC105320549" 9.54608266888429 1.60447247834105 0.440966021733359 0.00249308517423195 "uncharacterized protein LOC105320549 isoform X2" "genome"
"LOC117684365" 31.9065414944568 1.56489805496789 0.436932676665732 0.00316428604853537 "uncharacterized protein LOC117684365 isoform X1" "genome"
"LOC105317071" 40.4238639701288 1.5294461459518 0.45125694821735 0.00466407851350542 "uncharacterized protein LOC105317071" "genome"
"LOC105328812" 49.2627631931703 1.52674328038357 0.311596981011827 0.000241419445091232 "microfibril-associated glycoprotein 4 isoform X1" "genome"
"LOC105321540" 24.6650536141747 1.52435659081538 0.401749674560365 0.0023656497685611 "IgGFc-binding protein isoform X1" "genome"
"LOC105335211" 11.0872764870332 1.5086793526814 0.405775001765558 0.0028875034824693 "uncharacterized protein LOC105335211" "genome"
"LOC105327645" 92.9749058436607 -1.52847560125123 0.284219122749548 8.98507522924046e-05 "uncharacterized protein LOC105327645 isoform X1" "genome"
"LOC117690623" 31.2038703035262 -1.53059687020962 0.424477375449029 0.00330774741474113 "uncharacterized protein LOC117690623 isoform X2" "genome"
"LOC105320919" 31.6915619195028 -1.54967025081112 0.40291810639688 0.00208375288855901 "uncharacterized protein LOC105320919" "genome"
"LOC117680359" 30.8783708769799 -1.58998172385283 0.41411553195662 0.00192549107584715 "uncharacterized protein LOC117680359" "genome"
"LOC105338012" 10.701540017159 -1.65845590470221 0.417897621045699 0.000983805463267976 "tetraspanin-9-like" "genome"
"LOC117684313" 11.798373130023 -1.6595779657524 0.356908499405281 0.000287336431273536 "latrophilin-like protein LAT-2" "genome"
"LOC105338029" 82.5110253471653 -1.66966915629945 0.409956156515325 0.000739172132892818 "synaptotagmin-4" "genome"
