"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC117684712" 2.57635634428353 2.73581077402269 0.288840937616376 0.928333787169767 0.353234453023757 0.578199076470789 "uncharacterized protein LOC117684712 isoform X3" "genome" "heat_ploidy"
"LOC109620475" 34.7188298540939 2.53554804397491 0.334265721364509 7.57612403261007 3.56031448471308e-14 4.42084249566823e-10 "uncharacterized protein LOC109620475" "genome" "heat_ploidy"
"LOC117690809" 61.484839135765 2.39714974961228 0.349692524069778 7.79370327407802 6.50732601229016e-15 1.61602934189214e-10 "uncharacterized protein LOC117690809 isoform X1" "genome" "heat_ploidy"
"LOC105317566" 465.170052587257 2.37609122416186 0.318587987609152 7.50482197172427 6.1512141247218e-14 5.09197505244471e-10 "uncharacterized protein LOC105317566" "genome" "heat_ploidy"
"LOC105328254" 75.8119568776679 2.25452163988411 0.314782621950453 7.16413706341567 7.82780563168121e-13 3.88791450114343e-09 "uncharacterized protein LOC105328254 isoform X1" "genome" "heat_ploidy"
"LOC105318899" 29.2398788339164 2.18817203534432 0.324928156243319 6.70238374989454 2.0504668824334e-11 5.09212945583512e-08 "uncharacterized protein LOC105318899 isoform X1" "genome" "heat_ploidy"
"LOC117681374" 15.1635994588523 2.17969227912024 0.341148973065817 6.32374822856544 2.5529356519061e-10 4.22664026529574e-07 "uncharacterized protein LOC117681374 isoform X1" "genome" "heat_ploidy"
"LOC117688340" 14.6959913020191 2.12100786248059 0.34632970979943 6.12162259253064 9.26272115718175e-10 1.157364104351e-06 "uncharacterized protein LOC117688340" "genome" "heat_ploidy"
"LOC105321245" 3.11970096999631 2.09412904854321 0.343644272327503 5.53260679687247 3.15506219182117e-08 1.66708115897206e-05 "serine protease inhibitor Cvsi-2-like isoform X2" "genome" "heat_ploidy"
"LOC105337786" 12.7879884426943 1.99200393161134 0.338781332559623 5.80861910606619 6.29902105226675e-09 4.60087908270566e-06 "neuropeptide SIFamide receptor" "genome" "heat_ploidy"
"LOC105334176" 180.077580884522 1.99173276279569 0.34123560351833 5.9370279752662 2.90235158851403e-09 2.32506449513411e-06 "uncharacterized protein LOC105334176 isoform X1" "genome" "heat_ploidy"
"LOC105317291" 5.57241161401781 1.98955757433981 0.326664685136564 5.70310299542871 1.17645846562566e-08 7.49132552188398e-06 "peroxidase-like protein" "genome" "heat_ploidy"
"LOC105331377" 22.7610938055727 1.98599642680463 0.323427043752744 6.09532834552746 1.09213048593899e-09 1.1974265212168e-06 "atrial natriuretic peptide receptor 1" "genome" "heat_ploidy"
"LOC105318992" 10.0008558599389 1.96984770715112 0.181341778871774 -0.0564399145931738 0.954991360367225 0.979029592307331 "GTPase IMAP family member 9" "genome" "heat_ploidy"
"LOC105339973" 18.8250911397736 1.92254153043444 0.31479000537752 6.0460660298956 1.48425286329429e-09 1.53583065029377e-06 "natural resistance-associated macrophage protein 2-like isoform X1" "genome" "heat_ploidy"
"LOC105322681" 16.2167389968574 1.91875708838907 0.345242575986872 5.57589160933843 2.46265235095362e-08 1.3590557440796e-05 "barrier-to-autointegration factor" "genome" "heat_ploidy"
"LOC117690779" 44.5283096827446 1.91384610408438 0.312067224654763 6.12011293641783 9.35090588817013e-10 1.157364104351e-06 "uncharacterized protein LOC117690779 isoform X2" "genome" "heat_ploidy"
"LOC117689920" 6.1116684059723 1.89209198094669 0.349394137268636 5.2146614239289 1.84153277949165e-07 5.41526306823724e-05 "P-selectin-like" "genome" "heat_ploidy"
"LOC105332241" 27.0449867771657 1.89071141672185 0.307288358320127 6.11284824357304 9.78684311483087e-10 1.157364104351e-06 "uncharacterized protein LOC105332241 isoform X1" "genome" "heat_ploidy"
"LOC105344970" 22.4443937381304 1.88867661501423 0.314613760032818 5.96309305553023 2.47507370975706e-09 2.11969910712857e-06 "homeobox protein ARX-like" "genome" "heat_ploidy"
"LOC117687678" 22.3222873176121 1.8709769492802 0.325488766868846 5.71796147814138 1.07809574605397e-08 7.04563940986957e-06 "uncharacterized protein LOC117687678 isoform X1" "genome" "heat_ploidy"
"LOC105330461" 6.65234787263875 1.86490120446198 0.346023660964257 5.21346084590486 1.8534966610299e-07 5.41526306823724e-05 "uncharacterized protein LOC105330461" "genome" "heat_ploidy"
"LOC109619024" 15.185251879235 1.85252740891475 0.341049398934126 5.41204480433525 6.23090928957582e-08 2.80182291797176e-05 "uncharacterized protein LOC109619024" "genome" "heat_ploidy"
"LOC109618647" 5.38401358653522 1.85153228379579 0.349536192650856 5.06724266237601 4.03619610375919e-07 9.23569562988567e-05 "IgGFc-binding protein-like" "genome" "heat_ploidy"
"LOC105338592" 9.35624702200206 1.85025824848647 0.275024134754884 1.01023776021498 0.31238139227872 0.537384282062187 "uncharacterized protein LOC105338592" "genome" "heat_ploidy"
"LOC117686066" 18.0840295843087 1.84945614684362 0.257516239313779 2.124389060729 0.0336376239756597 0.134778437207411 "uncharacterized protein LOC117686066" "genome" "heat_ploidy"
"LOC117684541" 5.77469131902907 1.8484339813543 0.340926777673083 5.1957984808708 2.03842983014966e-07 5.7525416365837e-05 "heat shock protein 68-like" "genome" "heat_ploidy"
"LOC109618002" 2.84029007165969 1.84667226007143 0.348239750011732 5.45652401307782 4.85545639294022e-08 2.35568679113818e-05 "neuronal acetylcholine receptor subunit alpha-3-like" "genome" "heat_ploidy"
"LOC105319852" 23.2946513997895 1.84509636171302 0.314490126669018 5.83248269030285 5.4608671546077e-09 4.10955075507659e-06 "cytochrome P450 26A1" "genome" "heat_ploidy"
"LOC117683288" 0.988004186737778 1.83231024827142 0.335397185113888 0.021795272827431 0.982611265029887 NA "MAM and LDL-receptor class A domain-containing protein 1-like" "genome" "heat_ploidy"
"LOC105323104" 8.14301430367218 1.82169738015335 0.349283182211892 5.17723127491793 2.25202978822353e-07 6.14581403964211e-05 "C-type lectin domain family 4 member G" "genome" "heat_ploidy"
"LOC105339666" 32.7371515763683 1.82126310362804 0.346338872186724 5.34555141550974 9.0142204576736e-08 3.59124860963877e-05 "uncharacterized protein LOC105339666" "genome" "heat_ploidy"
"LOC105333699" 12.333951932197 1.81816197216056 0.299791868086442 5.95900004579436 2.53786027846913e-09 2.11969910712857e-06 "uncharacterized protein LOC105333699" "genome" "heat_ploidy"
"LOC109617426" 23.2797057526909 1.80578907772265 0.334685764095472 5.3876619365967 7.13801531613151e-08 3.05630124760017e-05 "uncharacterized protein LOC109617426 isoform X1" "genome" "heat_ploidy"
"LOC105328647" 11.4435910339857 1.8001585558684 0.34945097568826 5.22808403377915 1.71275665316451e-07 5.18714618593748e-05 "uncharacterized protein LOC105328647" "genome" "heat_ploidy"
"LOC105322227" 35.3616949447051 1.7972334603571 0.299420141392663 5.97951791714253 2.23798946428202e-09 2.05845297614739e-06 "low-density lipoprotein receptor-related protein 4" "genome" "heat_ploidy"
"LOC105333388" 13.3989084978698 1.789690053002 0.345954253245282 5.17934702364127 2.22663919874117e-07 6.14403976239314e-05 "peroxidase-like protein" "genome" "heat_ploidy"
"LOC105320657" 5.99265737517554 1.7774115575818 0.274153897823714 -0.309597895018091 0.756866757229751 0.873536290699221 "receptor-type tyrosine-protein phosphatase alpha isoform X2" "genome" "heat_ploidy"
