"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis"
"LOC105343216" 93.3220379846673 3.07993646560714 0.954859184317911 4.17725237249791e-05 0.000940785516296465 "characterized" "heat shock protein 27" "genome" 1 "1" "diploid_heat"
"LOC105343643" 177.468296542339 3.0226836324137 0.677096408965296 3.39258034034786e-07 2.02438097015603e-05 "characterized" "complement C1q tumor necrosis factor-related protein 7" "genome" 1 "1" "diploid_heat"
"LOC105328062" 26.2761879559729 2.85609606938485 0.523683061452234 2.46044311614208e-09 2.89960900064594e-07 "characterized" "baculoviral IAP repeat-containing protein 2" "genome" 1 "1" "diploid_heat"
"LOC117680708" 74.8974368220158 2.71558347790777 0.201701130012092 1.06107811165761e-42 9.94124082812012e-39 "characterized" "serine/arginine-rich splicing factor 1-like" "genome" 1 "1" "diploid_heat"
"LOC105341931" 15.5745611768883 2.71315208685308 0.571096819333354 1.07440081197308e-07 7.86411031826232e-06 "characterized" "ras-related protein Rab-11A" "genome" 1 "1" "diploid_heat"
"LOC105319208" 359.350284081561 2.67836709795241 0.323322740117149 6.7338452236261e-18 4.3509928207002e-15 "characterized" "spliceosome RNA helicase DDX39B" "genome" 1 "1" "diploid_heat"
"LOC105337716" 47.5047547714559 2.59784327610028 0.371808405096194 1.48462891548402e-13 4.71508078276943e-11 "characterized" "transcription factor jun-B isoform X1" "genome" 1 "1" "diploid_heat"
"LOC105337016" 207.097209823483 2.55255050594905 0.2620872944049 1.24231128695349e-23 1.79064837653342e-20 "characterized" "cyclic AMP-dependent transcription factor ATF-3" "genome" 1 "1" "diploid_heat"
"LOC105318831" 45.4907730001831 2.54544072510155 0.453381589842408 9.19653732094532e-10 1.23974616057463e-07 "characterized" "epithelial membrane protein 3" "genome" 1 "1" "diploid_heat"
"LOC105330649" 69.436159069737 2.31365015500266 0.343737506774365 9.24965784129003e-13 2.54882483279548e-10 "characterized" "galaxin-like" "genome" 1 "1" "diploid_heat"
"LOC117685389" 20.2869327432593 2.20748110504351 0.614197530328689 0.00473315026064332 0.0268594093228148 "characterized" "deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1" "genome" 1 "1" "diploid_heat"
"LOC105320749" 110.312678856665 2.19786104777582 0.244994291514566 1.76496441023455e-20 1.74062647994605e-17 "characterized" "2',5'-phosphodiesterase 12 isoform X1" "genome" 1 "1" "diploid_heat"
"LOC105343637" 85.1428172773227 2.10242678985336 0.80796479029335 0.000326398595130152 0.00415773918819192 "characterized" "complement C1q tumor necrosis factor-related protein 2" "genome" 1 "1" "diploid_heat"
"LOC105321259" 13.4236768011245 2.05271342044582 0.464737831047531 5.94718967880151e-07 3.2679894487209e-05 "characterized" "proline-rich transmembrane protein 1" "genome" 1 "1" "diploid_heat"
"LOC105329132" 29.79532952616 2.04593357454092 0.274194031172364 5.3327270821984e-15 2.32382883874962e-12 "characterized" "tumor susceptibility gene 101 protein" "genome" 1 "1" "diploid_heat"
"LOC117680475" 336.471816468231 2.0021824685248 0.390414247470829 1.62412574927318e-08 1.55269736172861e-06 "characterized" "eosinophil peroxidase-like" "genome" 1 "1" "diploid_heat"
"LOC117686033" 29.127532589388 1.98177453774505 0.806440364437663 0.000483877729476677 0.00537138678609832 "characterized" "sterile alpha motif domain-containing protein 9-like" "genome" 1 "1" "diploid_heat"
"LOC105345989" 1653.18248004789 1.95995229222157 0.219065767218947 2.36414422541462e-20 2.21496672479096e-17 "characterized" "heat shock protein 83-like" "genome" 1 "1" "diploid_heat"
"LOC117680291" 1723.41647965634 1.92463443310523 0.223657813704336 5.78436412253154e-19 4.92670067854527e-16 "characterized" "heat shock protein 83-like" "genome" 1 "1" "diploid_heat"
