"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC117686832" 120.041096927673 5.44658644973349 1.11730749882329 1.64080757264263e-10 5.19356616930707e-07 "perlucin-like protein isoform X2" "genome" "desiccation_ploidy"
"LOC117687720" 10.6391983684203 5.03338955690993 0.978434489445161 5.31866660690067e-11 2.69358551639878e-07 "uncharacterized protein LOC117687720" "genome" "desiccation_ploidy"
"LOC105330893" 131.309515871694 4.79739651253459 0.995796648448507 3.4436148070216e-10 8.71992141434009e-07 "uncharacterized protein LOC105330893 isoform X2" "genome" "desiccation_ploidy"
"LOC117690390" 3.8899875329471 4.38506345285534 0.977018975420547 2.80317931091009e-09 3.54910532554327e-06 "tripartite motif-containing protein 75-like" "genome" "desiccation_ploidy"
"LOC109618002" 3.22496579671568 4.03120349905013 0.987017036310937 2.83010270610376e-08 2.10776060952822e-05 "neuronal acetylcholine receptor subunit alpha-3-like" "genome" "desiccation_ploidy"
"LOC109620475" 23.959321316708 3.6554696176287 0.621628115969521 8.90993028743002e-12 5.64043136845758e-08 "uncharacterized protein LOC109620475" "genome" "desiccation_ploidy"
"LOC117688097" 18.3945804767356 3.63109341400235 0.802782720121563 1.16614967612444e-08 1.01824972754562e-05 "uncharacterized protein LOC117688097" "genome" "desiccation_ploidy"
"LOC105324591" 19.135957742707 3.48817849741177 0.670981077170515 7.03430678770372e-10 1.30513641041983e-06 "multiple epidermal growth factor-like domains protein 11 isoform X1" "genome" "desiccation_ploidy"
"LOC105324280" 4.94551173325555 3.44744767036105 0.758911999806252 1.74723763406624e-08 1.38261098030704e-05 "uncharacterized protein LOC105324280" "genome" "desiccation_ploidy"
"LOC105330461" 11.3170539116946 3.29607834002354 0.722211159791977 2.40595730061642e-08 1.84617123533966e-05 "uncharacterized protein LOC105330461" "genome" "desiccation_ploidy"
"LOC105320412" 65.7576015313144 3.12064815747143 1.01058169006037 2.15735402891071e-06 0.000635215333954384 "histone H2A" "genome" "desiccation_ploidy"
"LOC117685768" 23.7638705341587 3.10658815121719 0.6192928219045 5.52912376569347e-09 5.83368633312042e-06 "uncharacterized protein LOC117685768 isoform X2" "genome" "desiccation_ploidy"
"LOC105323935" 21.2271420626675 3.08511328794028 0.963979657126815 1.87453982395236e-06 0.000586013548421256 "uncharacterized protein LOC105323935" "genome" "desiccation_ploidy"
"LOC117680547" 26.5227673712614 3.0807165819588 0.532213179570703 1.04999063921099e-10 4.01907250943877e-07 "uncharacterized protein LOC117680547" "genome" "desiccation_ploidy"
"LOC105339666" 47.4529424141088 3.04194082766216 0.722623439069176 1.64226257898319e-07 9.64003336272861e-05 "uncharacterized protein LOC105339666" "genome" "desiccation_ploidy"
"LOC117687700" 29.2624384397722 2.96186091944128 0.538835654748943 7.46308814680398e-10 1.30513641041983e-06 "transient receptor potential cation channel subfamily M member-like 2 isoform X2" "genome" "desiccation_ploidy"
"LOC105340711" 12.3492881424582 2.81135197199798 0.926490414844665 4.00322952486351e-06 0.000974709404121095 "hemicentin-2" "genome" "desiccation_ploidy"
"LOC105328530" 27.0858104123889 2.7044784420673 0.492869494495524 1.43995477183489e-09 2.07705334986107e-06 "uncharacterized protein LOC105328530" "genome" "desiccation_ploidy"
"LOC117682674" 91.1212680034659 2.65756282577726 0.510940208195395 6.46811788473833e-09 6.55142724309376e-06 "uncharacterized protein LOC117682674" "genome" "desiccation_ploidy"
"LOC105328647" 11.2415148678786 2.64504368922957 0.649402592877905 4.98899964756491e-07 0.000221634121185331 "uncharacterized protein LOC105328647" "genome" "desiccation_ploidy"
"LOC117685890" 4.47614205929046 2.6385564093449 1.0244283721495 1.06280701471414e-05 0.00195017385699938 "uncharacterized protein LOC117685890" "genome" "desiccation_ploidy"
"LOC105341836" 9.28027272500319 2.63208676713246 0.78205677778268 2.84266822335764e-06 0.000749812966165232 "zinc finger BED domain-containing protein 4-like" "genome" "desiccation_ploidy"
