"","GOID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim"
"1","GO:0031017",0.00130419227683251,0.999981632191156,2,9,"exocrine pancreas development","BP","developmental processes"
"2","GO:0006518",0.00167868631704486,0.999972054876833,2,11,"peptide metabolic process","BP","other metabolic processes"
"3","GO:0021986",0.00191201012276728,0.999965991139592,2,11,"habenula development","BP","developmental processes"
"4","GO:0021514",0.00219655537866251,0.999957477381065,2,12,"ventral spinal cord interneuron differentiation","BP","developmental processes"
"5","GO:0001885",0.00255627172147846,0.999948171287951,2,10,"endothelial cell development","BP","other biological processes"
"6","GO:0032228",0.0025755837864475,0.999947578546728,2,10,"regulation of synaptic transmission, GABAergic","BP","cell-cell signaling"
"7","GO:0048681",0.00269012461318688,0.999942246752791,2,12,"negative regulation of axon regeneration","BP","cell organization and biogenesis"
"8","GO:0048259",0.00280696788630532,0.99993769749339,2,13,"regulation of receptor-mediated endocytosis","BP","cell organization and biogenesis"
"9","GO:0000028",0.00317878106749455,0.999931432593461,2,8,"ribosomal small subunit assembly","BP","cell organization and biogenesis"
"10","GO:0048489",0.00329462134902896,0.99992262742606,2,11,"synaptic vesicle transport","BP","transport"
"11","GO:0048699",0.00348534478158564,0.999912004216431,2,15,"generation of neurons","BP","developmental processes"
"12","GO:0045444",0.00810032126471977,0.999245699531655,3,45,"fat cell differentiation","BP","other biological processes"
"13","GO:0070165",0.00859785455269914,0.999668792504426,2,11,"positive regulation of adiponectin secretion","BP","cell-cell signaling"
"14","GO:0007368",0.01157651439606,0.998755070742678,3,65,"determination of left/right symmetry","BP","developmental processes"
"15","GO:0070206",0.0121481084904919,0.999425226160748,2,13,"protein trimerization","BP","cell organization and biogenesis"
"16","GO:0001935",0.0141290914925667,0.999232528059541,2,24,"endothelial cell proliferation","BP","cell cycle and proliferation"
"17","GO:0007269",0.014356777420252,0.999207818978001,2,27,"neurotransmitter secretion","BP","cell-cell signaling"
"18","GO:0045721",0.0152681627175077,0.99916504314418,2,16,"negative regulation of gluconeogenesis","BP","other metabolic processes"
"19","GO:0035176",0.0156353550123594,0.999095856384123,2,28,"social behavior","BP","other biological processes"
