"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC105325880" 19.5995817795913 5.34654121685902 0.813416769477316 6.57294196220542 4.93306906723693e-11 4.10562894902572e-07 "complement C1q-like protein 3" "genome"
"LOC105321376" 172.109596454214 3.84828762340434 0.865604156605377 4.4457822828579 8.75726045181366e-06 0.00182209399134069 "uncharacterized protein LOC105321376" "genome"
"LOC109619112" 14.3837675839321 3.79723191632766 0.629775427356343 6.02950155147779 1.64466137873032e-09 2.73759368694258e-06 "uncharacterized protein LOC109619112" "genome"
"LOC105323935" 43.8642767362234 3.54551612083835 0.610663206088698 5.80600908239979 6.39794927530298e-09 8.87466652809804e-06 "uncharacterized protein LOC105323935" "genome"
"LOC117687133" 15.6199763297651 3.33415757317418 0.717403808312085 4.64753258143251 3.35929047177588e-06 0.000948376073179755 "uncharacterized protein LOC117687133 isoform X2" "genome"
"LOC117691676" 69.6007148220767 3.26747416150371 0.692723058885899 4.7168549098954 2.39518369987438e-06 0.000758392859736069 "C-type lectin mannose-binding isoform-like isoform X1" "genome"
"LOC105325816" 65.4102291461978 2.90441022120582 0.77000796860878 3.77192229121134 0.000161994711388696 0.0134749777479647 "uncharacterized protein LOC105325816" "genome"
"LOC117685363" 10.8749500336815 2.80817619807493 0.530449499558894 5.29395578732778 1.19698384070118e-07 9.0564522832203e-05 "uncharacterized protein LOC117685363" "genome"
"LOC105343006" 64.6351316651772 2.79143939251561 0.608016259427426 4.59106043503562 4.40999606222645e-06 0.00113514207919247 "transmembrane protein 179-like isoform X2" "genome"
"LOC105329989" 17.3584573179294 2.78742204365656 0.446431136562321 6.2437895016031 4.27094686820168e-10 1.33296251756574e-06 "uncharacterized protein LOC105329989" "genome"
"LOC105332568" 7.12574224610871 2.78480706845776 0.577927725986155 4.81860783492584 1.44563385603573e-06 0.000555521256244557 "beta-1,3-galactosyltransferase brn" "genome"
"LOC105342641" 35.6213499627145 2.74272371394462 0.394259992210911 6.95663716362424 3.48490953566522e-12 4.35056106432446e-08 "uncharacterized protein LOC105342641" "genome"
"LOC105321903" 38.2684679204122 2.73263762716595 0.515017948886366 5.30590755734783 1.12113768328398e-07 8.74767677382326e-05 "failed axon connections homolog" "genome"
"LOC117683057" 15.9013041639599 2.73153859874546 0.523446774079758 5.2183693433733 1.80505242572042e-07 0.000121806889095642 "fibroleukin-like" "genome"
"LOC105347275" 10.0606177685638 2.69698971904789 0.503839788416953 5.35287164898535 8.65692564023056e-08 7.40804725966313e-05 "double homeobox protein B" "genome"
"LOC105344122" 16.9742082049695 2.65841794260608 0.693813268088561 3.83160435938327 0.000127310351520099 0.0114753965947792 "pathogen-related protein" "genome"
"LOC117691892" 9.38902821602886 2.58522020915882 0.657109309453511 3.93423159886265 8.34632764240298e-05 0.00890560293057767 "baculoviral IAP repeat-containing protein 7-like" "genome"
"LOC117686268" 17.9641937372914 2.5193261268294 0.654229611857361 3.85082864053956 0.000117718847125382 0.0110082553371781 "uncharacterized protein LOC117686268" "genome"
"LOC117687720" 36.0223443980233 2.46344674019825 0.406168213772958 6.06508992250999 1.31879845377266e-09 2.73759368694258e-06 "uncharacterized protein LOC117687720" "genome"
"LOC105329770" 645.853640546595 2.40643906877203 0.640328009451598 3.75813494529624 0.000171184557943867 0.0139677648455636 "uncharacterized protein LOC105329770 isoform X2" "genome"
"LOC105329159" 62.6529047022429 2.36481403141501 0.411282809433016 5.74984895350983 8.93232133955799e-09 1.11511099603042e-05 "uncharacterized protein LOC105329159" "genome"
"LOC117692019" 13.7537059861264 2.35321777425215 0.40988311093365 5.7411923338141 9.40122391097428e-09 1.11776075528193e-05 "uncharacterized protein LOC117692019" "genome"
