"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC117687720" 10.4833760659322 5.54709215955988 0.936706777512953 5.9219088542179 3.18225993042943e-09 3.17656536002761e-06 "uncharacterized protein LOC117687720" "genome" "control_ploidy"
"LOC117688097" 20.1010881394282 5.23998835771968 0.767131423107866 6.83062666953598 8.45444896400261e-12 3.6191420500153e-08 "uncharacterized protein LOC117688097" "genome" "control_ploidy"
"LOC117681665" 22.8942597028221 4.82218304285834 0.58047812362559 8.30726059535133 9.79367087161367e-17 1.85746761751025e-12 "uncharacterized protein LOC117681665" "genome" "control_ploidy"
"LOC105343624" 22.9607169920397 4.20033780520389 0.679763092889103 6.17912012161734 6.44598379955958e-10 8.73246633874621e-07 "uncharacterized protein LOC105343624 isoform X1" "genome" "control_ploidy"
"LOC105321376" 136.776131373673 4.16333889431265 1.02026954891437 4.08062643714371 4.4914489557317e-05 0.00607232113741474 "uncharacterized protein LOC105321376" "genome" "control_ploidy"
"LOC105318398" 16.1671606897866 3.92161822293904 0.538157502596894 7.28711985620412 3.16651190364219e-13 2.00186882548259e-09 "latrophilin Cirl-like" "genome" "control_ploidy"
"LOC117691676" 29.4563677434898 3.73040321553664 0.913309063132163 4.08449162077002 4.4173420336425e-05 0.00607232113741474 "C-type lectin mannose-binding isoform-like isoform X1" "genome" "control_ploidy"
"LOC117690682" 799.286359681972 3.7233662486808 0.570001847792943 6.53220031320554 6.48103919318712e-11 1.7434654373918e-07 "uncharacterized protein LOC117690682" "genome" "control_ploidy"
"LOC117692007" 83.3581088666991 3.28602643566656 0.60474473846493 5.43374125752252 5.5184584639404e-08 3.87641048989236e-05 "uncharacterized protein LOC117692007" "genome" "control_ploidy"
"LOC109620475" 33.6528278084496 3.16973066084143 0.520470188115336 6.09012914326425 1.12819641385619e-09 1.42649154567976e-06 "uncharacterized protein LOC109620475" "genome" "control_ploidy"
"LOC105341672" 25.3925949038489 3.09293461719878 0.713239814831096 4.336458162997 1.44796971609585e-05 0.00274621936354739 "uncharacterized protein LOC105341672 isoform X2" "genome" "control_ploidy"
"LOC105337688" 87.7610009074489 2.97530045367557 0.839511542160597 3.54408522605684 0.000393977868344377 0.0255333183636836 "uncharacterized protein LOC105337688 isoform X1" "genome" "control_ploidy"
"LOC117687700" 40.2778348044053 2.78813551369947 0.579833649234979 4.80850933259578 1.52059931178093e-06 0.00053406826939328 "transient receptor potential cation channel subfamily M member-like 2 isoform X2" "genome" "control_ploidy"
"LOC105342641" 13.3301429592043 2.78555697439432 0.566520285901265 4.91695892224378 8.78989867395622e-07 0.000354700464362242 "uncharacterized protein LOC105342641" "genome" "control_ploidy"
