"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC117680673" 10555.9897807316 8.29047263024131 0.815165864667 1.56341445697426e-25 2.05807879116092e-21 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105334510" 10208.2620661778 8.24597775326165 0.809525721605548 1.29770653858438e-25 2.05807879116092e-21 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348304" 9157.5433914777 8.18672331037622 0.812176385808716 4.26015378812988e-25 2.80403322334709e-21 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348305" 9250.77160071536 8.16271037786592 0.805707176705561 2.49205059245507e-25 2.18702359993857e-21 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105322484" 690.824654814773 5.72966624839287 0.619024842528802 1.14786706830672e-21 6.04420883487589e-18 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105346578" 1433.46261531077 5.25131669364947 0.728049530950689 2.84538685564508e-14 4.14230860221488e-11 "major egg antigen" "genome" "triploid_desiccation"
"LOC105321886" 1754.61669436897 4.0811156533004 0.536439176639319 1.46295294391696e-15 2.40728906921535e-12 "uncharacterized protein LOC105321886" "genome" "triploid_desiccation"
"LOC105334234" 476.055853782476 3.86914926371362 0.653206389089459 1.44574304778466e-10 1.00226767497063e-07 "heat shock protein 70 B2" "genome" "triploid_desiccation"
"LOC117691913" 23.7185480145754 3.84033901406624 0.912939287683576 1.07756720903697e-06 0.000240971542039252 "major egg antigen-like" "genome" "triploid_desiccation"
"LOC105334580" 1032.19506630819 3.69407974195613 0.616586479995829 9.80820994163629e-11 7.37801575266858e-08 "BAG family molecular chaperone regulator 3" "genome" "triploid_desiccation"
"LOC105344998" 214.396484720445 3.59237514747278 0.428104225008394 2.4166336575917e-18 5.78410281246131e-15 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_desiccation"
"LOC105343216" 107.135200439036 3.42277772551117 0.513560573471895 1.24466612222036e-12 1.36539873607573e-09 "heat shock protein 27" "genome" "triploid_desiccation"
"LOC117681182" 163.080468826766 3.21335517036829 0.494528161393302 3.77759799388488e-12 3.68357777714819e-09 "uncharacterized protein LOC117681182" "genome" "triploid_desiccation"
"LOC117691044" 346.382605763864 2.84517936415547 0.876595187576459 3.94996333404045e-05 0.00403079979296965 "complement C1q tumor necrosis factor-related protein 3-like" "genome" "triploid_desiccation"
"LOC105332850" 7.99552343640115 2.66201484463468 0.963442237150066 0.000182913725341612 0.0129437588604379 "2'-deoxynucleoside 5'-phosphate N-hydrolase 1-like" "genome" "triploid_desiccation"
"LOC105348135" 780.455375762809 2.60258864208353 1.14978178393272 0.000571286202607635 0.0290363381124591 "uncharacterized protein LOC105348135" "genome" "triploid_desiccation"
"LOC105348880" 17.8359226604641 2.53465543054524 0.661297769613308 4.68548095139884e-06 0.000714522438884356 "uncharacterized protein LOC105348880" "genome" "triploid_desiccation"
"LOC117690995" 6.24712242469641 2.31301383025286 0.809969974026161 0.000149920803599569 0.0110874014527232 "uncharacterized protein LOC117690995 isoform X1" "genome" "triploid_desiccation"
