GO.ID,Term,Annotated,Significant,Expected,classic
GO:0018026,peptidyl-lysine monomethylation,50,13,0.15,0.00000000000000000000022
GO:0043516,regulation of DNA damage response, signa...,67,13,0.2,0.00000000000000000001479
GO:0030330,DNA damage response, signal transduction...,131,13,0.39,0.00000000000000014526537
GO:1901796,regulation of signal transduction by p53...,177,13,0.53,0.00000000000000766622186
GO:0018022,peptidyl-lysine methylation,178,13,0.54,0.00000000000000825042140
GO:0044332,Wnt signaling pathway involved in dorsal...,56,9,0.17,0.00000000000009017698283
GO:0006479,protein methylation,229,13,0.69,0.00000000000021378567353
GO:0008213,protein alkylation,229,13,0.69,0.00000000000021378567353
GO:2001020,regulation of response to DNA damage sti...,233,13,0.7,0.00000000000026681480609
GO:0042770,signal transduction in response to DNA d...,237,13,0.71,0.00000000000033165472333
GO:1901629,regulation of presynaptic membrane organ...,23,7,0.07,0.00000000000041425653689
GO:1901631,positive regulation of presynaptic membr...,23,7,0.07,0.00000000000041425653689
GO:1903909,regulation of receptor clustering,23,7,0.07,0.00000000000041425653689
GO:1903911,positive regulation of receptor clusteri...,23,7,0.07,0.00000000000041425653689
GO:1904393,regulation of skeletal muscle acetylchol...,23,7,0.07,0.00000000000041425653689
GO:1904395,positive regulation of skeletal muscle a...,23,7,0.07,0.00000000000041425653689
GO:0072331,signal transduction by p53 class mediato...,260,13,0.78,0.00000000000107823961982
GO:0018205,peptidyl-lysine modification,492,16,1.48,0.00000000000156595708244
GO:0042475,odontogenesis of dentin-containing tooth,110,9,0.33,0.00000000004844835708215
GO:0071340,skeletal muscle acetylcholine-gated chan...,43,7,0.13,0.00000000005186883615539
GO:0030279,negative regulation of ossification,46,7,0.14,0.00000000008552931593901
GO:0043414,macromolecule methylation,371,13,1.12,0.00000000009207086209812
GO:0097105,presynaptic membrane assembly,48,7,0.14,0.00000000011708481188918
GO:0099054,presynapse assembly,48,7,0.14,0.00000000011708481188918
GO:0097104,postsynaptic membrane assembly,49,7,0.15,0.00000000013626757438592
GO:0032259,methylation,385,13,1.16,0.00000000014521604522179
GO:0051290,protein heterotetramerization,51,7,0.15,0.00000000018276875355294
GO:0018193,peptidyl-amino acid modification,1652,23,4.97,0.00000000043447820577253
GO:0042476,odontogenesis,147,9,0.44,0.00000000065594347049255
GO:0090090,negative regulation of canonical Wnt sig...,152,9,0.46,0.00000000088296014101244
GO:0099068,postsynapse assembly,66,7,0.2,0.00000000118545738722803
GO:0097090,presynaptic membrane organization,67,7,0.2,0.00000000132055001736949
GO:0099172,presynapse organization,74,7,0.22,0.00000000268658113710373
GO:0051301,cell division,1553,21,4.67,0.00000000490321944369780
GO:0043588,skin development,268,10,0.81,0.00000000856379391827713
GO:0030178,negative regulation of Wnt signaling pat...,199,9,0.6,0.00000000942617673131990
GO:0042733,embryonic digit morphogenesis,89,7,0.27,0.00000000991854299904683
GO:0009950,dorsal/ventral axis specification,213,9,0.64,0.00000001700376353045432
GO:0010224,response to UV-B,29,5,0.09,0.00000002471366806766948
GO:0018153,isopeptide cross-linking via N6-(L-isogl...,3,3,0.01,0.00000002634813253460508
GO:0018262,isopeptide cross-linking,3,3,0.01,0.00000002634813253460508
GO:0050771,negative regulation of axonogenesis,106,7,0.32,0.00000003366240564737914
GO:0001941,postsynaptic membrane organization,110,7,0.33,0.00000004353076620437657
GO:1905477,positive regulation of protein localizat...,111,7,0.33,0.00000004634808377106935
