"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC105346536" 181.260635906491 2.4486329568453 0.215941562324936 8.63026522907626 NA NA "fibroin heavy chain isoform X1" "genome"
"LOC105323395" 14.6922210433848 2.04629745799756 0.216264635592251 6.75698758604578 NA NA "dentin sialophosphoprotein-like" "genome"
"LOC105332313" 1287.4361757185 1.9680997020079 0.136269866491532 10.149710553168 NA NA "LOW QUALITY PROTEIN: X-box-binding protein 1" "genome"
"LOC105318146" 30.794746192631 1.87489288496368 0.198519498511684 6.49756268091599 NA NA "ganglioside GM2 activator" "genome"
"LOC117683439" 9.92685170292985 1.84756915229558 0.216193673795355 5.83999119923697 NA NA "uncharacterized G-patch domain protein DDB_G0278987-like" "genome"
"LOC117681464" 39.168289679424 1.74749256156601 0.193419178553419 6.01022385815247 NA NA "electroneutral sodium bicarbonate exchanger 1-like isoform X1" "genome"
"LOC117682793" 11.4848394124972 1.66803975193391 0.216261503189233 5.00800991374885 NA NA "nucleolar protein dao-5-like isoform X1" "genome"
"LOC105336537" 87.1962040762419 1.66477498680181 0.212443168185101 5.08265337984888 NA NA "uncharacterized protein LOC105336537 isoform X3" "genome"
"LOC105325979" 373.534790447913 1.66447164715929 0.173802801773139 6.21089899671639 NA NA "uncharacterized protein LOC105325979 isoform X1" "genome"
"LOC105338672" 28.7849825266248 1.65568804899191 0.213274179534745 5.02024225964721 NA NA "electroneutral sodium bicarbonate exchanger 1 isoform X2" "genome"
"LOC117681755" 12.0298840660472 1.63552988267707 0.216194667571533 4.85918498581598 NA NA "uncharacterized protein LOC117681755 isoform X3" "genome"
"LOC105336535" 201.895150292989 1.59740660902245 0.200064976700666 5.06038900820304 NA NA "uncharacterized protein LOC105336535 isoform X1" "genome"
"LOC105327537" 153.501122265996 1.51961977463096 0.196087463843838 4.76634128622969 NA NA "uncharacterized protein LOC105327537" "genome"
"LOC105345603" 153.429580697177 -1.54269801622011 0.176669837701879 -5.4208348673313 5.93213385076352e-08 0.00144833047966391 "peptidyl-prolyl cis-trans isomerase B isoform X2" "genome"
"LOC105338263" 684.046831588755 -1.74696670647087 0.166203028753206 -6.99124868654628 NA NA "1-phosphatidylinositol 3-phosphate 5-kinase isoform X1" "genome"
"LOC105330893" 77.1484161704623 -2.10328018969228 0.181455967645474 -8.36721001460074 NA NA "uncharacterized protein LOC105330893 isoform X2" "genome"
