"gene" "baseMean" "log2FoldChange" "lfcSE" "svalue" "description" "feature"
"LOC105321376" 172.109596454214 5.67358790108704 0.889096775031411 9.78760730471348e-10 "uncharacterized protein LOC105321376" "genome"
"LOC105325880" 19.5995817795913 5.09931253131261 0.832246310572866 4.8279934644722e-09 "complement C1q-like protein 3" "genome"
"LOC117686832" 7.74578379139959 4.25791956690686 0.342229391135156 3.58808340865914e-27 "perlucin-like protein isoform X2" "genome"
"LOC105348059" 9.10704339367039 3.70627078597481 0.338441434038457 4.83826184490284e-21 "uncharacterized protein LOC105348059" "genome"
"LOC109619112" 14.3837675839321 3.57522949005158 0.651456678909594 3.99006632203087e-07 "uncharacterized protein LOC109619112" "genome"
"LOC105323935" 43.8642767362234 3.322569164517 0.633676309973863 8.96722399039312e-07 "uncharacterized protein LOC105323935" "genome"
"LOC105339383" 25.7248606776041 3.10304860482752 0.52336857002266 1.60737773082901e-07 "uncharacterized protein LOC105339383" "genome"
"LOC117687133" 15.6199763297651 2.99697159340995 0.758859298142384 0.000116721454900095 "uncharacterized protein LOC117687133 isoform X2" "genome"
"LOC117691676" 69.6007148220767 2.94227673551498 0.740236320285757 0.000106326695248916 "C-type lectin mannose-binding isoform-like isoform X1" "genome"
"LOC105330649" 42.1662014612337 2.9119746636713 0.220084387357643 1.17224746631445e-26 "galaxin-like" "genome"
"LOC105329989" 17.3584573179294 2.63937649349658 0.456586861815409 6.09228349272429e-07 "uncharacterized protein LOC105329989" "genome"
"LOC105342641" 35.6213499627145 2.62647312594578 0.401872278628687 2.80456132082617e-08 "uncharacterized protein LOC105342641" "genome"
"LOC117685363" 10.8749500336815 2.59346537039116 0.552345887781216 2.66400123887483e-05 "uncharacterized protein LOC117685363" "genome"
"LOC117681755" 17.85439934484 2.55190865983954 0.509309781088062 9.69838874621955e-06 "uncharacterized protein LOC117681755 isoform X3" "genome"
"LOC117683439" 17.9237859359638 2.52903377127186 0.544187547096195 4.05559603047017e-05 "uncharacterized G-patch domain protein DDB_G0278987-like" "genome"
"LOC105321903" 38.2684679204122 2.52548065200098 0.537468681470674 2.93838924355534e-05 "failed axon connections homolog" "genome"
"LOC117683057" 15.9013041639599 2.51863666489165 0.543532195796752 4.34308078827553e-05 "fibroleukin-like" "genome"
"LOC105343006" 64.6351316651772 2.49903745720262 0.648740149641974 0.00019672622601739 "transmembrane protein 179-like isoform X2" "genome"
"LOC105347275" 10.0606177685638 2.49770538110572 0.521244506410847 1.90679917215972e-05 "double homeobox protein B" "genome"
"LOC105331252" 29.6044282201157 2.42978259096534 0.650732877114373 0.000430773667218739 "perlucin-like protein" "genome"
