"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC117680673" 9712.22749138836 8.20343336292352 0.748427027208027 6.95794729597617e-29 5.76767444521118e-25 "heat shock protein 68-like" "genome"
"LOC105334510" 9353.18753406271 8.14807507793293 0.741961444714256 5.6320221433787e-29 5.76767444521118e-25 "heat shock protein 68" "genome"
"LOC105348304" 8371.05249459273 8.08964331349617 0.734662693365794 4.13861285839523e-29 5.76767444521118e-25 "heat shock protein 68" "genome"
"LOC105348305" 8464.16628406387 8.06893490388628 0.73964360894834 1.28090905547047e-28 7.96341159785994e-25 "heat shock protein 68-like" "genome"
"LOC105322484" 618.298960636279 5.63451806863234 0.558845194981393 1.26324677206343e-26 6.2828841455347e-23 "heat shock protein 68-like" "genome"
"LOC105346578" 1308.75706589171 5.07621063816575 0.810733826477402 1.45169099214232e-13 2.1235677407409e-10 "major egg antigen" "genome"
"LOC105321886" 1592.7003591964 3.84202343085196 0.489345414285458 6.32410476529542e-18 2.24668339004809e-14 "uncharacterized protein LOC105321886" "genome"
"LOC105334234" 444.570432800207 3.66242282657038 0.639390847210576 2.7212404844919e-11 2.41685029886945e-08 "heat shock protein 70 B2" "genome"
"LOC105334580" 949.521415443477 3.52141057179392 0.528613826656783 1.32008218146035e-13 2.1235677407409e-10 "BAG family molecular chaperone regulator 3" "genome"
"LOC105320412" 62.2189135086968 3.33477709651475 0.807519590238847 8.77835765246137e-08 3.700003357651e-05 "histone H2A" "genome"
"LOC105344998" 189.409875213574 3.27795683105228 0.463846554123434 1.76377957737654e-14 3.37397465616922e-11 "uncharacterized protein LOC105344998 isoform X2" "genome"
"LOC105343216" 96.4585216068377 3.1897663041411 0.524571539594125 1.35247079250067e-11 1.24669901927591e-08 "heat shock protein 27" "genome"
"LOC105320423" 48.8963468881408 2.97192932691475 0.71245558402786 1.36152112301531e-07 5.29036051361637e-05 "histone H2A" "genome"
"LOC117681182" 142.940433199807 2.87949427421113 0.481388812672058 4.13823229128949e-11 3.4497983581901e-08 "uncharacterized protein LOC117681182" "genome"
"LOC105320418" 44.796979039401 2.86065016406302 0.714297982125201 2.45102878624782e-07 8.34961422690558e-05 "histone H2A" "genome"
"LOC105320431" 50.7693087097108 2.76193875630731 0.891918812368445 1.70443311013417e-06 0.000415547476302123 "histone H2A" "genome"
"LOC105348880" 20.5112112567484 2.70622023591151 0.630124789314805 1.26067776116677e-07 4.97627532772942e-05 "uncharacterized protein LOC105348880" "genome"
"LOC105319646" 81.9968098699208 2.42950242181567 0.444834248703583 9.94044537018838e-10 6.86663876294013e-07 "C-type lectin domain family 4 member M isoform X7" "genome"
"LOC105343641" 67.6017910394861 1.93881342165694 0.813961766419989 1.10066536710811e-05 0.00201086827372586 "adiponectin" "genome"
"LOC105326670" 211.21301683108 1.90115398238314 0.251283730603976 1.27251415984527e-15 3.16448821270322e-12 "UPF0676 protein C1494.01-like" "genome"
"LOC117691044" 298.925418911736 1.67400944761743 1.25329919705096 5.68881346590369e-05 0.00699540910692494 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105325416" 905.349270615777 1.67004627254423 0.361732107023338 4.56714731891014e-08 2.14293999106901e-05 "inactive rhomboid protein 2 isoform X2" "genome"
"LOC117687358" 15.8771409908711 1.65059701199622 0.889436489061945 3.17480175667239e-05 0.00467165503461119 "uncharacterized protein LOC117687358" "genome"
"LOC105329206" 47.5680461180043 1.55529583922033 0.346530257576522 6.51027743349312e-08 2.84030840730012e-05 "alpha-1,2-mannosyltransferase ALG9" "genome"
"LOC105318073" 317.052105960654 -1.5237810592391 0.421114827240321 9.77645727444747e-07 0.000264261890761913 "perlucin-like protein" "genome"
"LOC105335714" 1056.03422743956 -1.52553964925579 0.374659750629051 2.612113171166e-07 8.66107071207416e-05 "lectin BRA-3 isoform X4" "genome"
"LOC109619255" 115.279195203732 -1.58210323659715 0.740120016511922 2.1549320972357e-05 0.00336064430668985 "uncharacterized protein LOC109619255" "genome"
"LOC117686527" 26.731736436359 -1.5935965232347 0.445639104966834 1.13727694224304e-06 0.000297703189470526 "uncharacterized protein LOC117686527" "genome"
"LOC105333234" 368.231777400847 -1.61825641843715 0.232774240280403 1.37688268632908e-13 2.1235677407409e-10 "fibroleukin isoform X1" "genome"
"LOC105330079" 756.458094406046 -1.62052134695809 1.00620675098506 4.62785645867821e-05 0.00593224404197989 "fucolectin" "genome"
"LOC117684303" 132.809743049027 -1.63787884379937 0.531891024973079 3.6106813705577e-06 0.000823765360761733 "uncharacterized protein LOC117684303" "genome"
"LOC109617081" 95.0234406878559 -1.65247903647251 0.348481924766848 2.748975742672e-08 1.39513324017892e-05 "lactose-binding lectin l-2-like" "genome"
"LOC105337888" 616.828423406823 -1.65946237726882 0.352213869392662 3.12496441101274e-08 1.50534988276816e-05 "protein shisa-5" "genome"
