"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC117681464" 39.1228205478587 2.61600668097211 0.146364318125772 13.87637852572 NA NA "electroneutral sodium bicarbonate exchanger 1-like isoform X1" "genome"
"LOC105346536" 166.821604750917 2.53203153499021 0.18313620236387 10.6316037455101 NA NA "fibroin heavy chain isoform X1" "genome"
"LOC105334167" 11.1639633390648 2.20323567362394 0.182988603073179 8.84336863852005 NA NA "N66 matrix protein-like" "genome"
"LOC105338672" 30.0494404881014 2.14368595024349 0.176917310437333 8.8102512207001 NA NA "electroneutral sodium bicarbonate exchanger 1 isoform X2" "genome"
"LOC117680491" 9.19036151522696 2.14335207303178 0.179920065813021 8.6613578423836 NA NA "mucin-2-like" "genome"
"LOC105323913" 13.7646012463649 2.0411474915149 0.174328191654406 8.35290883072786 NA NA "translation initiation factor IF-2-like isoform X2" "genome"
"LOC105338188" 52.3096389049823 2.00443458117513 0.175965001951806 8.06657326985902 NA NA "uncharacterized protein LOC105338188" "genome"
"LOC105346119" 8.68249102299639 1.65872061780854 0.178596036085463 6.01200699266775 NA NA "uncharacterized protein LOC105346119 isoform X2" "genome"
"LOC105338907" 93.3334946014205 1.50523229917231 0.178501915352973 5.15530770273598 NA NA "myosin heavy chain, striated muscle isoform X4" "genome"
"LOC105320276" 323.92584594796 -1.5061061799895 0.174114157145348 -5.29024287910473 1.2215403654208e-07 0.0029983929809619 "translation initiation factor IF-2-like isoform X7" "genome"
"LOC105339383" 24.4528286265591 -1.52047451129658 0.183154610846249 -5.1075673551122 NA NA "uncharacterized protein LOC105339383" "genome"
"LOC105335843" 48.1787374693736 -1.57480020242505 0.116602984814776 -8.48863520944468 NA NA "myosin-3" "genome"
"LOC105324495" 9.56757349447513 -1.66362937215262 0.180396807207697 -5.97920433763974 NA NA "ATP-dependent RNA helicase eIF4A" "genome"
"LOC105330649" 43.6970371349434 -1.83992442140041 0.171341005335861 -7.32413364180118 NA NA "galaxin-like" "genome"
