"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis"
"LOC105321259" 8.48835087061354 1.15854931382618 0.408329592424702 0.000182592416214691 0.0153913234041237 "characterized" "proline-rich transmembrane protein 1" "genome" 1 "1" "control_ploidy"
"LOC105321927" 40.4445108045265 2.52061331453732 0.520879469779792 5.474840848947e-08 3.87641048989236e-05 "characterized" "diamine acetyltransferase 2" "genome" 1 "1" "control_ploidy"
"LOC105335144" 90.284692298419 -1.23842238112187 0.551020922733127 0.000703157274426237 0.0349112064575079 "characterized" "receptor-type tyrosine-protein phosphatase epsilon-like isoform X2" "genome" 1 "-1" "control_ploidy"
"LOC105319965" 56.6229932120555 -0.470997665688291 0.202214528851808 0.00118849752586096 0.0485798363695668 "characterized" "protein lifeguard 1" "genome" 1 "-1" "control_ploidy"
"LOC105338579" 23.5376053238721 -1.70982236214054 0.419656328985501 1.87621934857704e-06 0.000613523726984692 "characterized" "collagen alpha-1(XII) chain" "genome" 1 "-1" "control_ploidy"
"LOC105321415" 26.2973269591054 0.745782579264645 0.259174725660965 0.000185418047073005 0.0154918003558881 "characterized" "BTB and MATH domain-containing protein 38" "genome" 1 "1" "control_ploidy"
"LOC105338755" 400.451832212681 0.768828121145222 0.247632731544071 8.98387382550714e-05 0.00965050299838858 "characterized" "short-chain collagen C4-like" "genome" 1 "1" "control_ploidy"
"LOC105329836" 34.2362072867445 1.04378163919206 0.331497985729318 6.47558050392433e-05 0.00753471532744962 "characterized" "proton channel OtopLc isoform X1" "genome" 1 "1" "control_ploidy"
"LOC105333595" 170.168837634656 0.345284106372758 0.135727563165511 0.00112519331242839 0.0469020139857512 "characterized" "selenoprotein M-like" "genome" 1 "1" "control_ploidy"
"LOC105327855" 343.322680223936 -0.26486744522567 0.0882256248243281 0.000481675664009977 0.0282174802503488 "characterized" "neurofibromin isoform X2" "genome" 1 "-1" "control_ploidy"
"LOC105328891" 39.5114629232606 0.85870921830058 0.297135932450958 0.000161897851323069 0.0143566094319113 "characterized" "kinase D-interacting substrate of 220 kDa" "genome" 1 "1" "control_ploidy"
"LOC117691658" 901.174857355138 -0.357853854760234 0.129576242669478 0.000576518751136138 0.0315108202710317 "characterized" "protein quaking-B-like isoform X3" "genome" 1 "-1" "control_ploidy"
"LOC105338896" 129.251892216855 -1.05438170371935 0.263000990171454 2.77396189200534e-06 0.000835094622917037 "characterized" "stromelysin-3" "genome" 1 "-1" "control_ploidy"
"LOC117683843" 23.8177018946863 1.21035722418856 0.568985339042274 0.000950618365162742 0.0430296608918295 "characterized" "tolloid-like protein 2" "genome" 1 "1" "control_ploidy"
"LOC105335981" 25.2871440746316 1.71124217687781 0.517634944505483 3.47197475890988e-05 0.00553356918298191 "characterized" "proton myo-inositol cotransporter" "genome" 1 "1" "control_ploidy"
"LOC105323667" 27.2005262375351 -0.864428467302856 0.337758935097926 0.000394189631504055 0.0255333183636836 "characterized" "metalloproteinase inhibitor 2-like precursor" "genome" 1 "-1" "control_ploidy"
"LOC105347693" 151.902837399586 -0.67710601195432 0.144977162582426 1.81218922255192e-07 0.00010031391951182 "characterized" "protein O-mannosyl-transferase TMTC2" "genome" 1 "-1" "control_ploidy"
"LOC117681463" 62.0619713984629 -0.609573462472644 0.239515588062229 0.000517347954092802 0.0292896158129077 "characterized" "toll-like receptor 4 isoform X1" "genome" 1 "-1" "control_ploidy"
"LOC105344137" 323.754036710286 -0.48961219047039 0.183187524248258 0.000472697314751788 0.0281040039861517 "characterized" "DNA polymerase lambda isoform X1" "genome" 1 "-1" "control_ploidy"
"LOC105338220" 80.1905070863043 0.411086885752381 0.16309459606484 0.00089944856288058 0.0418111309891987 "characterized" "sentrin-specific protease 6" "genome" 1 "1" "control_ploidy"
"LOC105338916" 1247.6136159894 0.673797266420302 0.253005776197374 0.000357622404484925 0.023798829906881 "characterized" "collagen alpha-1(I) chain" "genome" 1 "1" "control_ploidy"
"LOC105323446" 30.0914076149993 1.29030097008206 0.313359019195507 1.64743088960017e-06 0.000568094077311941 "characterized" "complement C1q tumor necrosis factor-related protein 2 isoform X1" "genome" 1 "1" "control_ploidy"
"LOC105336906" 57.5214957005111 -1.52998570327216 0.622275979780978 0.00039935841359748 0.02562516290895 "characterized" "collagen alpha-1(X) chain-like" "genome" 1 "-1" "control_ploidy"
"LOC105348485" 120.387804740779 0.443669211254722 0.171617634121554 0.000673677109574582 0.0344020806132041 "characterized" "U6 snRNA-associated Sm-like protein LSm4" "genome" 1 "1" "control_ploidy"
"LOC105337066" 64.387897889446 -1.00118228190379 0.41489747062334 0.000529100688542931 0.0297772215397781 "characterized" "DNA damage-regulated autophagy modulator protein 2 isoform X2" "genome" 1 "-1" "control_ploidy"
"LOC105331511" 161.695233548522 -0.0580380122201074 0.11136145736623 0.000330285389451305 0.0226963503490342 "characterized" "dehydrogenase/reductase SDR family member 9" "genome" 1 "-1" "control_ploidy"
"LOC105317176" 23.6536916416981 2.04435232819584 0.404902204530089 2.10183373074422e-08 1.66097410572062e-05 "characterized" "spindle and kinetochore-associated protein 1" "genome" 1 "1" "control_ploidy"
