"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC105348059" 7.87833701032796 2.910789939394 0.226569429049542 -3.01401299457157 0.00257816762988976 0.0754990075606424 "uncharacterized protein LOC105348059" "genome" "control_ploidy"
"LOC105330649" 18.6863119049068 2.29883086922083 0.193955101402562 -1.51439972238909 0.129924489647133 0.517124391758576 "galaxin-like" "genome" "control_ploidy"
"LOC105318474" 8.1037594844712 2.20437064511125 0.210256700232795 -0.797381180560985 0.425229685693293 0.785045808965128 "uncharacterized protein LOC105318474" "genome" "control_ploidy"
"LOC117681665" 21.4540687119348 1.82305336318389 0.254889478564514 7.62955275991486 2.35569510324186e-14 4.49678638257839e-10 "uncharacterized protein LOC117681665" "genome" "control_ploidy"
"LOC105330356" 33.9462297219234 1.78631767396143 0.23842515171788 0.484953229846187 0.627709522377281 0.880019614619559 "ETS-related transcription factor Elf-5-like isoform X1" "genome" "control_ploidy"
"LOC105324495" 10.0455845344379 1.75198130233583 0.237887871319053 -0.413331879151758 0.679363476390366 0.90227297020912 "ATP-dependent RNA helicase eIF4A" "genome" "control_ploidy"
"LOC105339692" 33.8030296626553 1.60754808416158 0.234643115340586 -0.913688878104798 0.360880349723974 0.7439920396052 "cysteine dioxygenase type 1 isoform X1" "genome" "control_ploidy"
"LOC105318398" 15.157306906584 1.56952369460647 0.254960221315255 6.44949404582394 1.12224169057688e-10 1.94749742103837e-07 "latrophilin Cirl-like" "genome" "control_ploidy"
"LOC109620475" 35.5555844841327 1.56756251286833 0.255089497108762 6.4222963519189 1.34233767134014e-10 2.13532365068432e-07 "uncharacterized protein LOC109620475" "genome" "control_ploidy"
"LOC105330352" 74.24399994452 1.56016641342288 0.231173035501237 0.0545818558933481 0.956471594107122 0.989999622216275 "uncharacterized protein LOC105330352" "genome" "control_ploidy"
"LOC117692578" 36.0893302211316 1.55768259259355 0.250697478918316 6.31516372369011 2.69875609611595e-10 3.69101666229366e-07 "uncharacterized protein LOC117692578 isoform X2" "genome" "control_ploidy"
"LOC117690682" 822.268307729514 1.55438438364724 0.25461600056864 6.81175929665763 9.64123275547587e-12 4.60103730173197e-08 "uncharacterized protein LOC117690682" "genome" "control_ploidy"
"LOC105339383" 25.2218041886256 1.55234636463773 0.255288829335191 -0.208232295637454 0.835047592965037 0.954332964264478 "uncharacterized protein LOC105339383" "genome" "control_ploidy"
"LOC105332146" 78.676315244706 1.53952958191231 0.238264664576278 1.50249915287328 0.132968246556903 0.520205743752621 "serum amyloid A-5 protein isoform X2" "genome" "control_ploidy"
"LOC117688097" 20.2691356623606 1.51799626443378 0.24962991902788 7.05701324078654 1.70119419552514e-12 1.62370479991897e-08 "uncharacterized protein LOC117688097" "genome" "control_ploidy"
"LOC105326911" 6.98277893460367 1.51020285420841 0.244387916148293 1.14297997134726 0.253046906876793 0.662698916911937 "papilin isoform X2" "genome" "control_ploidy"
"LOC117680753" 7.95713148580757 1.45594120710559 0.253226263204316 5.63078856846172 1.79387527877063e-08 1.48883848680229e-05 "uncharacterized protein LOC117680753" "genome" "control_ploidy"
"LOC105330650" 25.9235793935358 1.44981006525569 0.235879416144571 0.176139579115604 0.860184287351823 0.962310308636979 "uncharacterized protein LOC105330650 isoform X3" "genome" "control_ploidy"
"LOC117686035" 90.0310943681302 1.43644225367403 0.236265140532492 6.11608828495108 9.59002096729365e-10 1.22042606829779e-06 "uncharacterized protein LOC117686035 isoform X3" "genome" "control_ploidy"
"LOC105317176" 34.9222715558136 1.42434627069335 0.254837470295232 5.77567200753367 7.66465533004764e-09 7.31553027976397e-06 "spindle and kinetochore-associated protein 1" "genome" "control_ploidy"
"LOC117688697" 29.5853312514018 1.42353997050611 0.215475147485995 6.56955661328157 5.04653052413499e-11 1.20416526469016e-07 "receptor-type tyrosine-protein phosphatase C-like" "genome" "control_ploidy"
"LOC105329159" 59.3135606800751 1.41876228797858 0.254545261210796 5.76538599492393 8.14711598016034e-09 7.40572842596575e-06 "uncharacterized protein LOC105329159" "genome" "control_ploidy"
"LOC117689050" 12.0314631900513 1.40601674810059 0.245912903474119 3.19462495243297 0.00140012660781332 0.0513530554451735 "spindle and kinetochore-associated protein 1-like" "genome" "control_ploidy"
"LOC105336626" 13.1481562860853 1.370285636769 0.247893643644986 5.49148953727831 3.98557938773207e-08 2.71716874758634e-05 "complement C1q-like protein 4" "genome" "control_ploidy"
"LOC117684713" 14.9617149110747 1.30897874918548 0.235310707485881 5.51460405437707 3.49566040443933e-08 2.60530151700334e-05 "uncharacterized protein LOC117684713" "genome" "control_ploidy"
"LOC105333360" 11.6489771484288 1.30595487576796 0.232458209875848 0.430392995002616 0.666909790096975 0.896271542041759 "pneumococcal serine-rich repeat protein isoform X1" "genome" "control_ploidy"
"LOC105343624" 21.6726447792286 1.30505412522908 0.249006284040293 6.00208888256166 1.94795010456868e-09 2.18731879683009e-06 "uncharacterized protein LOC105343624 isoform X1" "genome" "control_ploidy"
"LOC105329132" 11.6445297950782 1.3033428655799 0.184647542278767 0.886001681118221 0.375616621309046 0.753967872625527 "tumor susceptibility gene 101 protein" "genome" "control_ploidy"
"LOC117689244" 32.3771319638316 1.29752550514701 0.251419936435882 5.23140943945643 1.6822244291851e-07 9.44470062609248e-05 "uncharacterized protein LOC117689244 isoform X1" "genome" "control_ploidy"
"LOC117692375" 39.7599990488028 1.29652533490088 0.254788998310443 5.23872852942345 1.61686670700394e-07 9.35283896060553e-05 "G protein-coupled receptor 161-like" "genome" "control_ploidy"
"LOC105322860" 46.4651265013067 1.28993762977585 0.220035821485453 5.85961647454283 4.63937390293935e-09 4.66110570701101e-06 "protein l(2)37Cc" "genome" "control_ploidy"
"LOC105344432" 10.6174739843348 1.27313435751728 0.254935789223005 5.09638634900009 3.46198240579433e-07 0.000169450723446687 "M-phase inducer phosphatase 1" "genome" "control_ploidy"
"LOC105342641" 13.1865045976255 1.26290385219476 0.255227911924566 5.05598020641917 4.28185745565505e-07 0.000199357017002437 "uncharacterized protein LOC105342641" "genome" "control_ploidy"
"LOC117692267" 29.174916903902 1.22379196136494 0.197801010054365 1.85800457623253 0.0631683644500102 0.381029383682728 "putative inhibitor of apoptosis" "genome" "control_ploidy"
"LOC105341972" 58.9761656403029 1.22112287021925 0.22762246325015 5.37319284030663 7.73545230638069e-08 4.61443903364066e-05 "uncharacterized protein LOC105341972 isoform X1" "genome" "control_ploidy"
"LOC105318171" 11.9487215675591 1.22014176328587 0.224227193431891 2.03110651289461 0.0422441909304336 0.317855483118268 "PDZ and LIM domain protein 1" "genome" "control_ploidy"
"LOC117687051" 17.6510625213105 1.19890291192956 0.255293189614812 4.81618399417825 1.46329604804954e-06 0.000498801040378888 "uncharacterized protein LOC117687051 isoform X2" "genome" "control_ploidy"
"LOC105332608" 23.1484753577403 1.19693333424506 0.249514220343932 4.83300544355674 1.34487108327284e-06 0.000466768074701733 "uncharacterized protein LOC105332608 isoform X3" "genome" "control_ploidy"
"LOC105336491" 66.1448313012228 1.19438887043283 0.249633646835178 4.84600887950505 1.25969880526102e-06 0.000453705481011842 "multiple epidermal growth factor-like domains protein 6 isoform X3" "genome" "control_ploidy"
