"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC117684686" 3.70274370216106 5.36543214416802 0.605500598669128 0.000940908791207538 0.0125997478214105 "ADP-ribosylation factor 1-like" "genome" "diploid_heat"
"LOC109619112" 35.4816848119428 4.70525753489939 1.13366992227906 1.10728344282906e-06 8.34833367372482e-05 "uncharacterized protein LOC109619112" "genome" "diploid_heat"
"LOC105339624" 314.828918919061 4.03064347386581 0.319680101424302 1.06206965158496e-37 1.52391063957668e-33 "uncharacterized protein LOC105339624" "genome" "diploid_heat"
"LOC105337844" 2.55172963006525 3.95229563642753 0.946230235237467 1.09500207625913e-07 1.27736888546375e-05 "doublesex- and mab-3-related transcription factor 1 isoform X1" "genome" "diploid_heat"
"LOC117691913" 7.8474875943641 3.90188050312734 1.16487247389087 3.23472832332287e-05 0.00112791006919072 "major egg antigen-like" "genome" "diploid_heat"
"LOC117692755" 201.732223865132 3.40894542405361 0.355306429200286 5.88346436059522e-23 9.93163392682359e-20 "uncharacterized protein LOC117692755" "genome" "diploid_heat"
"LOC105343216" 111.544424134803 3.35313079997057 0.917619185524137 9.08092712220284e-06 0.000430025355818242 "heat shock protein 27" "genome" "diploid_heat"
"LOC105347073" 54.7376322055241 3.34406913288623 0.721401993272319 1.55428773971348e-07 1.7221388133806e-05 "uncharacterized protein LOC105347073" "genome" "diploid_heat"
"LOC105322807" 49.5354830173038 3.23503366666934 0.339497154560425 5.19679358063109e-23 9.32077408646066e-20 "uncharacterized protein LOC105322807" "genome" "diploid_heat"
"LOC109617613" 13.4227271183741 3.22015694550832 0.970660133190944 3.31677567344968e-05 0.00114953516305538 "uncharacterized protein LOC109617613" "genome" "diploid_heat"
"LOC105328062" 37.2578480411458 2.97024128080885 0.464938687036908 7.86823722366611e-12 2.97098425799403e-09 "baculoviral IAP repeat-containing protein 2" "genome" "diploid_heat"
"LOC105333327" 20.350688712207 2.8518661220299 0.380113521488168 2.28389794073283e-15 1.56050045726691e-12 "uncharacterized protein LOC105333327" "genome" "diploid_heat"
"LOC105319237" 5.10318348789907 2.84946791081816 0.94491729007826 0.00010871913188047 0.00282857019725644 "uncharacterized protein LOC105319237" "genome" "diploid_heat"
"LOC105321541" 698.631917200799 2.76868422063017 0.302176306197881 2.58544045006717e-21 3.22584280850337e-18 "uncharacterized protein LOC105321541" "genome" "diploid_heat"
"LOC117689114" 701.25274921155 2.76282690342127 0.301390095660148 2.47919862672977e-21 3.22584280850337e-18 "LOW QUALITY PROTEIN: uncharacterized protein LOC117689114" "genome" "diploid_heat"
"LOC105334872" 12.6363302817129 2.76026276757134 0.634586110368649 5.97342849307598e-07 5.09441877790588e-05 "uncharacterized protein LOC105334872" "genome" "diploid_heat"
"LOC105332018" 4.03931311827757 2.75393802003515 0.793537934892371 2.48400844489421e-05 0.000922168051010725 "cilia- and flagella-associated protein 57" "genome" "diploid_heat"
"LOC105319208" 422.803446212177 2.74986454917596 0.289366697913094 1.02830432727706e-22 1.63940273777054e-19 "spliceosome RNA helicase DDX39B" "genome" "diploid_heat"
