"gene" "baseMean" "log2FoldChange" "lfcSE" "svalue" "description" "feature"
"LOC105348616" 36.0569576926337 4.2915429652369 0.586107190185057 1.82898063922221e-11 "protein mesh" "genome"
"LOC105335843" 85.3555880283686 3.96460631331341 0.499920802286146 1.69719105502408e-12 "myosin-3" "genome"
"LOC105322866" 35.1182038454025 3.92234166331761 0.724600505543357 3.09984879198869e-07 "uncharacterized protein LOC105322866" "genome"
"LOC105337690" 42.519645254417 3.72862121872994 0.516773490177258 8.45450527639039e-11 "atrial natriuretic peptide receptor 1" "genome"
"LOC105332850" 11.2813072141633 3.48357023379772 0.726813838087014 4.87756373279961e-06 "2'-deoxynucleoside 5'-phosphate N-hydrolase 1-like" "genome"
"LOC105325538" 39.5411624823867 3.28412516146192 0.433672143629754 3.86723421515078e-11 "caveolin-1" "genome"
"LOC105327693" 31.3622588405136 3.23833185572371 0.484863436882702 2.86403077573207e-09 "transcription factor 15" "genome"
"LOC117683059" 13.1604811469301 3.20825954919411 0.39513491152775 3.46030132489218e-12 "uncharacterized protein LOC117683059" "genome"
"LOC117683127" 21.0068602949184 3.13984792491924 0.698878853880812 2.5484829063167e-05 "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC117682258" 14.3716337950865 2.94581609912687 0.577077837879158 2.39354186238028e-06 "uncharacterized protein LOC117682258" "genome"
"LOC105344998" 136.057404272208 2.9051487774814 0.485544449301934 9.20015126713741e-08 "uncharacterized protein LOC105344998 isoform X2" "genome"
"LOC105319646" 96.3912034075545 2.830890850626 0.504170210749513 7.23139189283609e-07 "C-type lectin domain family 4 member M isoform X7" "genome"
"LOC117691401" 18.6270034576854 2.73223177810318 0.932798972046977 0.0019770217447598 "deleted in malignant brain tumors 1 protein-like" "genome"
"LOC117692922" 25.8840965538854 2.69443102620335 0.703879667955725 0.000222687595644707 "uncharacterized protein LOC117692922 isoform X1" "genome"
"LOC105317300" 13.6139635449508 2.64108615276029 0.460780134381709 6.31591941926972e-07 "high choriolytic enzyme 1" "genome"
"LOC105346178" 25.8982303488106 2.63758297871736 0.629162308533908 0.0001025427479602 "acetylcholinesterase-like isoform X1" "genome"
"LOC105345418" 13.7266132970835 2.62673599383099 0.913920487512141 0.00267555592961929 "uncharacterized protein LOC105345418" "genome"
"LOC105346580" 23.0197324157118 2.5774546099664 0.352424679623504 1.01459047617148e-09 "uncharacterized protein LOC105346580" "genome"
"LOC117688384" 9.53913557931319 2.56675410122599 0.484508525214669 2.80991584372733e-06 "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC117680333" 57.0384876887902 2.51844397947425 0.257462384640635 9.88340999862833e-15 "protein FAM124A-like" "genome"
"LOC105334643" 21.0249337159058 2.48090205274991 0.643349792114905 0.00026915578367079 "uncharacterized protein LOC105334643" "genome"
