"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC105323395" 13.5409055450785 3.2878143068573 0.246859996760813 10.9487739703574 NA NA "dentin sialophosphoprotein-like" "genome"
"LOC105324323" 8.3488603785718 2.89682119253098 0.179610853567367 12.8712778020616 NA NA "GTP-binding protein SAR1 isoform X1" "genome"
"LOC105339624" 301.838133563139 2.57373630372069 0.242720533000012 8.19352314013168 2.53688658594369e-16 3.1037538935728e-12 "uncharacterized protein LOC105339624" "genome"
"LOC105346536" 135.209119479372 2.31903449442834 0.234210328734939 7.40374903102919 NA NA "fibroin heavy chain isoform X1" "genome"
"LOC105338672" 21.5949668643436 2.20577303309952 0.196404559780281 8.25221692873466 NA NA "electroneutral sodium bicarbonate exchanger 1 isoform X2" "genome"
"LOC117692755" 195.380439361693 2.20361347255174 0.243475628269903 6.64794864296412 2.97205962964365e-11 1.03890467253929e-07 "uncharacterized protein LOC117692755" "genome"
"LOC105337716" 71.5748058108792 2.09942512125953 0.225386179320863 6.71924572226575 1.82667645816866e-11 7.44949104248814e-08 "transcription factor jun-B isoform X1" "genome"
"LOC105322807" 47.7574285081808 2.09671510240175 0.241323317282143 6.26427284121213 3.74569144210058e-10 7.23217425788557e-07 "uncharacterized protein LOC105322807" "genome"
"LOC105327678" 313.128135117378 2.04422246736337 0.184547725974975 7.90701949674113 2.63624350551612e-15 2.15020807788246e-11 "uncharacterized protein LOC105327678" "genome"
"LOC117691793" 37.5210273360301 2.0078281124689 0.239481253803334 5.94129223006887 NA NA "arginine kinase-like" "genome"
"LOC105337016" 225.348720451474 1.99309891836636 0.19537250251998 7.20725230113875 5.70921628763165e-13 3.49247033355147e-09 "cyclic AMP-dependent transcription factor ATF-3" "genome"
"LOC105321541" 679.280510943952 1.99230308902606 0.228415371873435 6.16115753280318 7.22151058138166e-10 1.17802094943885e-06 "uncharacterized protein LOC105321541" "genome"
"LOC117689114" 681.68524325729 1.98916531677099 0.228285513335246 6.15091731514703 7.70360755063372e-10 1.17812233222785e-06 "LOW QUALITY PROTEIN: uncharacterized protein LOC117689114" "genome"
"LOC117681464" 32.571156394547 1.97327274577116 0.156276214880583 8.88345514915368 NA NA "electroneutral sodium bicarbonate exchanger 1-like isoform X1" "genome"
"LOC105319208" 408.643516657161 1.97169646010851 0.228021353471987 6.08143245794248 1.1911354151929e-09 1.68807236581677e-06 "spliceosome RNA helicase DDX39B" "genome"
"LOC117687807" 174.666372791841 1.96740163573882 0.130643213668103 10.5815035999558 NA NA "uncharacterized protein LOC117687807" "genome"
"LOC117680491" 8.70481254897212 1.96106972988351 0.247529253183553 5.5592206261904 NA NA "mucin-2-like" "genome"
"LOC105342035" 4779.14674713371 1.96076222063864 0.172342751398218 7.98271009065987 NA NA "uncharacterized protein LOC105342035" "genome"
"LOC117684408" 20.2561688500907 1.95801475416523 0.197608131602905 6.94816930370211 NA NA "F-box only protein 4-like" "genome"
"LOC105335878" 9.0640359145095 1.92606496430135 0.243740320282736 5.50202347623786 NA NA "nacrein-like protein precursor" "genome"
"LOC105342186" 1360.24526990526 1.8946356388814 0.179300217836639 7.30414973658653 NA NA "apolipophorins-like" "genome"
"LOC105323139" 3025.86047278123 1.86772468138532 0.189940158848991 6.75330951157688 1.44510199272045e-11 7.07204013197534e-08 "uncharacterized protein LOC105323139" "genome"
"LOC105342525" 245.742282655012 1.84523992304956 0.208700007144007 6.03852362199474 1.55530662168152e-09 1.90283988629625e-06 "uncharacterized protein LOC105342525" "genome"
"LOC105333462" 189.768557273142 1.82258883815439 0.116815338224873 10.5944035857003 NA NA "nacrein-like protein" "genome"
"LOC105329166" 17.3177157455095 1.82258683339208 0.25144211591112 4.92195521385743 NA NA "arginine kinase" "genome"
"LOCNA.13" 1905.34934703421 1.80521660357409 0.148509870548163 8.21640069491787 2.0970196576586e-16 3.1037538935728e-12 NA NA
"LOC105346538" 14.2043772916683 1.77163373207297 0.256659490571455 4.62337757092449 NA NA "clumping factor A" "genome"
"LOC105338188" 46.1983337060512 1.76084954240757 0.201584432362174 5.83303744554539 NA NA "uncharacterized protein LOC105338188" "genome"
"LOC105329133" 35.3016901082946 1.75752596266363 0.216220644202466 5.42282152099082 NA NA "uncharacterized protein LOC105329133" "genome"
"LOC117680291" 3586.07193259183 1.73375743187402 0.175997716384241 6.52711555282932 6.70483209252707e-11 1.82289484968939e-07 "heat shock protein 83-like" "genome"
"LOC105333327" 19.6058921075041 1.73304579310926 0.24815312533361 4.6263604037461 3.72147493160699e-06 0.00314002655522384 "uncharacterized protein LOC105333327" "genome"
"LOC105345989" 3160.89455368937 1.72561006524008 0.179767129869993 6.3449311676999 2.22524916174038e-10 4.94996561260231e-07 "heat shock protein 83-like" "genome"
"LOC105327994" 215.914282637163 1.72313099377425 0.177833822679601 6.39996923321386 1.55408263861672e-10 3.80268480843125e-07 "uncharacterized protein LOC105327994" "genome"
"LOC105347604" 55.4021301919185 1.71738151810232 0.222032487851244 5.10007129614737 3.39525564675047e-07 0.000332314041681349 "uncharacterized protein LOC105347604" "genome"
"LOC105339793" 29.7083165473025 1.69620642074565 0.255093734076949 4.35607101352971 NA NA "protein PFC0760c" "genome"
"LOC105330352" 478.694139374594 1.67915256962115 0.248810203953819 4.39753897643294 1.09485228125106e-05 0.0081181637787673 "uncharacterized protein LOC105330352" "genome"
"LOC105330030" 516.388786648019 1.65556904115509 0.248018827739664 4.31648294974939 1.5853492056149e-05 0.0113878415481424 "uncharacterized protein LOC105330030" "genome"
"LOC105335268" 10.3026848605894 1.64132662434718 0.22058881555189 4.78866810044002 NA NA "EGF-like domain-containing protein 2 isoform X1" "genome"
"LOC105340370" 1185.40227865942 1.63871219806174 0.170631147232594 6.17538014103243 6.60044640966244e-10 1.15361659427164e-06 "78 kDa glucose-regulated protein precursor" "genome"
"LOC105341070" 540.945227554329 1.62938679664353 0.166826920143873 6.26030136948427 3.84234195727297e-10 7.23217425788557e-07 "DNA topoisomerase I, mitochondrial isoform X1" "genome"
"LOC105341345" 79.3236437808868 1.60087597066496 0.200239832415874 5.07329614896554 NA NA "sodium-dependent phosphate transport protein 2B isoform X1" "genome"
"LOC105318645" 11.2368341094656 1.58158829269912 0.252509392969229 3.9467375093669 NA NA "myb-like protein X isoform X1" "genome"
"LOC105321218" 62.1491647336435 1.5232429526867 0.217979998463247 4.30426167217768 1.67543543149751e-05 0.0113878415481424 "F-box/LRR-repeat protein 6-like" "genome"
"LOC105318831" 55.5827151547282 1.50225811515929 0.254778925010768 3.60021189005538 0.000317957967326239 0.144076175972329 "epithelial membrane protein 3" "genome"
"LOC105344085" 2747.83553573055 -1.50445071000922 0.174551582508663 -5.26750142734217 1.38293086353768e-07 0.000140995563749598 "nucleolin isoform X1" "genome"
"LOC117683038" 21.0630377951227 -1.53851535650355 0.244349675428125 -3.90225751203842 9.52996914311083e-05 0.0485810031172456 "uncharacterized protein LOC117683038" "genome"
"LOC105329085" 615.983591677246 -1.55379714539263 0.17625944293123 -5.49642691070243 3.87563616839293e-08 4.51585435259079e-05 "high mobility group-T protein" "genome"
"LOC105345603" 172.700901403693 -1.56740042941281 0.162645120229125 -6.04014696554597 1.53973919143764e-09 1.90283988629625e-06 "peptidyl-prolyl cis-trans isomerase B isoform X2" "genome"
